tp_title,tpf_title,tcd_title,nwp_tc_id,nwp_title,status,val_env,automation,owner_team,nwp_cmd,from_id,dmr_tc_id,dmr_tc_title,tr_count,dmr_tr_id,dmr_tr_date,dmr_cmd,all_dmr_cmds,match_type
[NWP PM] PKGC (Package C-State),[NWP PM] PkgC Cross Products,PKGC Cross Products,22022422584,PkgC x Probe mode_silicon,rejected,"silicon,virtual_platform",no,soc.pm,pkgc.py,14021108324,14021108324,PkgC x Probe mode_silicon,5,22022739084,2026-06-25,pkgc.py,"PythonSV,Run Control | pkgc.py",direct
[NWP PM] PKGC (Package C-State),[NWP PM] PkgC Cross Products,PKGC Cross Products,22022422589,PkgC x RAS error recovery_silicon,rejected,virtual_platform,no,soc.pm,,14021108468,14021108468,PkgC x RAS error recovery_silicon,4,22022739083,2026-06-25,,,direct
[NWP PM] PKGC (Package C-State),[NWP PM] PkgC Cross Products,PKGC Cross Products,22022422593,PkgC x Surprise_Reset_silicon,rejected,virtual_platform,yes,soc.pm,pcx_residency_test.py,22018854738,22018854738,PkgC x Surprise_Reset_silicon,1,14022137549,2025-06-09,,,direct
[NWP PM] PKGC (Package C-State),[NWP PM] PkgC Cross Products,PKGC Cross Products,22022422596,PkgC x SPD I3C_silicon,rejected,virtual_platform,yes,soc.pm,pcx_residency_test.py,22018854742,22018854742,PkgC x SPD I3C_silicon,1,14022137556,2025-07-15,,,direct
[NWP PM] PKGC (Package C-State),[NWP PM] PkgC Cross Products,PKGC Cross Products,22022422603,PkgC x TPMI access_silicon,rejected,virtual_platform,yes,soc.pm,pcx_residency_test.py,22018854743,22018854743,PkgC x TPMI access_silicon,1,14022137559,2025-06-25,,,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] PMAX (Maximum Power Protection),MT Pmax Verification,22022421764,PMAX CONTROL Register Verification,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p pmax -tM 60,22018516975,22018516975,PMAX CONTROL Register Verification,2,22020938613,2025-09-20,pmax_pmx.py,pmax_pmx.py | thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] PMAX (Maximum Power Protection),MT Pmax Verification,22022421770,[Silicon Only]: PMAX Soft Throttle Verification using FT PMAX INJECT,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p pmax -tM 60,22018517023,22018517023,[Silicon Only]: PMAX Soft Throttle Verification using FT PMAX INJECT,2,22020938615,2025-08-28,pmax_pmx.py,pmax_pmx.py | thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] PMAX (Maximum Power Protection),MT Pmax Verification,22022421773,[Silicon Only]PMAX Disable Verification,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p pmax -tM 60,22018516950,22018516950,[Silicon Only]PMAX Disable Verification,2,22020938893,2025-08-28,,thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] PMAX (Maximum Power Protection),MT Pmax Verification,22022421775,[Silicon Only]PMAX Hard Throttle Verification using Global PMAX Inject,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p pmax -tM 60,22018517024,22018517024,[Silicon Only]PMAX Hard Throttle Verification using Global PMAX Inject,2,22020938614,2025-09-20,pmax_pmx.py,pmax_pmx.py | thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] PMAX (Maximum Power Protection),PL4 Verification,22022421777,PL4 Fuses Verification,open,"silicon,virtual_platform",yes,soc.pm,flexconPM.py,22018516891,22018516891,PL4 Fuses Verification,2,22020938895,2025-09-30,pmax_pmx.py,pmax_pmx.py | thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] PMAX (Maximum Power Protection),PL4 Verification,22022421778,PL4 Perf Limit Verification,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p pmax -tM 60,22018516879,22018516879,PL4 Perf Limit Verification,2,22020938896,2025-08-28,pmax_pmx.py,pmax_pmx.py | thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] PMAX (Maximum Power Protection),PL4 Verification,22022421782,PL4 Power Limit Register Verification,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p pmax -tM 60,22018516878,22018516878,PL4 Power Limit Register Verification,25,22022615485,2026-07-01,runPmx.py -x dmr.xml -p pmax -tM 60,pmax_pmx.py | runPmx.py -x dmr.xml -p pmax -tM 60 | thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] PMAX (Maximum Power Protection),PMAX Bios Knobs Verification,22022421787,PMAX Offset and Offset Sign Bios Knob Verification,open,"silicon,virtual_platform",no,soc.pm,runPmx.py -x dmr.xml -p pmax_bios -tM 60 -M 5,22018516920,22018516920,PMAX Offset and Offset Sign Bios Knob Verification,3,22021635331,2026-01-14,runPmx.py -x dmr.xml -p pmax_bios -tM 60 -M 5,runPmx.py -x dmr.xml -p pmax_bios -tM 60 -M 5 | thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] PMAX (Maximum Power Protection),PMAX Bios Knobs Verification,22022421788,PMAX TRIGGER IO Bios Knobs Verification,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p pmax_bios -tM 60 -M 5,22018516929,22018516929,PMAX TRIGGER IO Bios Knobs Verification,2,22020938900,2025-09-20,,thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] PMAX (Maximum Power Protection),PMAX Bios Knobs Verification,16030715664,[PSS]BIOS configuration checks for Pmax,open,,,soc.pm,,,,,0,,,,,no-from-id
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] PMAX (Maximum Power Protection),PMAX Cross Products,22022421790,PMAX Cross Fast Rapl,open,"silicon,virtual_platform",no,soc.pm,,22018517080,22018517080,PMAX Cross Fast Rapl,17,22022739197,2026-06-25,,thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] PMAX (Maximum Power Protection),PMAX Cross Products,22022421791,PMAX Cross Thermals,open,"silicon,virtual_platform",no,soc.pm,,22018517075,22018517075,PMAX Cross Thermals,17,22022739194,2026-06-25,,thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] PMAX (Maximum Power Protection),PMAX DFX Injection Verification,22022421792,[Silicon Only] PMAX DFX INJECT Register Verification using pmoncntr_0 counter (Perf Mon Counter) and throttle count,open,"silicon,virtual_platform",no,soc.pm,pmax_pmx.py,22018516847,22018516847,[Silicon Only] PMAX DFX INJECT Register Verification,3,22021635271,2026-01-17,pmax_pmx.py,pmax_pmx.py | thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] PMAX (Maximum Power Protection),PMAX DFX Injection Verification,22022421794,[Silicon Only]PMAX Hard Throttle using DAC,open,"silicon,virtual_platform",no,soc.pm,pmax_pmx.py,22018516851,22018516851,[Silicon Only]PMAX Hard Throttle using DAC,3,22021635272,2026-01-13,pmax_pmx.py,pmax_pmx.py | thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] PMAX (Maximum Power Protection),PMAX DFX Injection Verification,16030715666,[PSS]PLR Status registers Check for PMAX Events,open,,,soc.pm,,,,,0,,,,,no-from-id
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] PMAX (Maximum Power Protection),PMAX DFX Injection Verification,16030715669,[PSS]PMAX DFX Injection Throttle,open,,,soc.pm,,,,,0,,,,,no-from-id
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] PMAX (Maximum Power Protection),PMAX fuses Verification,22022421799,PMAX Related fuses Verification,open,"silicon,virtual_platform",yes,soc.pm,flexconPM.py,22018517028,22018517028,PMAX Related fuses Verification,2,22020938905,2025-09-09,,thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] SIMPL / DFC (Dynamic Frequency Control),SIMPL Cross Products,22022421891,SIMPL Cross Cold Reset,open,"silicon,virtual_platform",no,soc.pm,Covered by Reset Team,14023618166,14023618166,SIMPL Cross Cold Reset,18,22022738860,2026-06-25,Covered by Reset Team,Covered by Reset Team,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] SIMPL / DFC (Dynamic Frequency Control),SIMPL Cross Products,22022421894,SIMPL Cross Warm Reset,open,"silicon,virtual_platform",no,soc.pm,Covered by Reset Team,14023618167,14023618167,SIMPL Cross Warm Reset,18,22022738869,2026-06-25,Covered by Reset Team,Covered by Reset Team,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] SIMPL / DFC (Dynamic Frequency Control),SIMPL Fuse Verification,22022421902,SIMPL - All Fuses Verification,open,"silicon,virtual_platform",yes,soc.pm,flexconPM.py,22018518521,22018518521,SIMPL - All Fuses Verification,2,22020938912,2025-09-14,"import pm.Active_PM.Power.simpl.simpl as simpl

simpl.simpl_fuses_cbb()

simpl.simpl_fuses_imh()","import pm.Active_PM.Power.simpl.simpl as simpl

simpl.simpl_fuses_cbb()

simpl.simpl_fuses_imh() | thermalManagement.py",direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] SIMPL / DFC (Dynamic Frequency Control),SIMPL Policy Verification,22022421906,SIMPL Policy 0 Verification,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p simpl -tM 60,22018518536,22018518536,SIMPL Policy 0 Verification,27,22022615396,2026-06-30,runPmx.py -x dmr.xml -p simpl -tM 60,"import pm.Active_PM.Power.simpl.simpl_pmx as simpl_pmx

simpl_pmx.py --policy 0 | runPmx.py -x dmr.xml -p simpl -tM 60 | thermalManagement.py",direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] SIMPL / DFC (Dynamic Frequency Control),SIMPL Policy Verification,22022421909,SIMPL Policy 1 Verification,open,"silicon,virtual_platform",yes,soc.pm,"import pm.Active_PM.Power.simpl.simpl_pmx as simpl_pmx

simpl_pmx.py --policy1",22018518543,22018518543,SIMPL Policy 1 Verification,2,22020938624,2025-06-20,"import pm.Active_PM.Power.simpl.simpl_pmx as simpl_pmx

simpl_pmx.py --policy1","import pm.Active_PM.Power.simpl.simpl_pmx as simpl_pmx

simpl_pmx.py --policy1 | thermalManagement.py",direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] SIMPL / DFC (Dynamic Frequency Control),SIMPL Policy Verification,22022421910,SIMPL Policy 2 Verification,open,virtual_platform,yes,soc.pm,"import pm.Active_PM.Power.simpl.simpl_pmx as simpl_pmx

simpl_pmx.py --policy2",22018518555,22018518555,SIMPL Policy 2 Verification,2,22020938626,2025-05-14,"import pm.Active_PM.Power.simpl.simpl_pmx as simpl_pmx

simpl_pmx.py --policy2","import pm.Active_PM.Power.simpl.simpl_pmx as simpl_pmx

simpl_pmx.py --policy2 | thermalManagement.py",direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] SIMPL / DFC (Dynamic Frequency Control),SIMPL Policy Verification,22022421912,SIMPL Policy 3 Verification,open,virtual_platform,yes,soc.pm,"import pm.Active_PM.Power.simpl.simpl_pmx as simpl_pmx

simpl_pmx.py --policy 3",22018518558,22018518558,SIMPL Policy 3 Verification,2,22020938628,2025-05-14,"import pm.Active_PM.Power.simpl.simpl_pmx as simpl_pmx

simpl_pmx.py --policy 3","import pm.Active_PM.Power.simpl.simpl_pmx as simpl_pmx

simpl_pmx.py --policy 3 | thermalManagement.py",direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] SIMPL / DFC (Dynamic Frequency Control),SIMPL Policy Verification,22022421914,SIMPL Policy asymmetric workload,open,virtual_platform,no,soc.pm,runPmx.py -x dmr.xml -p simpl -tM 60,22018518561,22018518561,SIMPL Policy asymmetric workload,5,22022738793,2026-06-25,runPmx.py -x dmr.xml -p simpl -tM 60,runPmx.py -x dmr.xml -p simpl -tM 60 | thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] SIMPL / DFC (Dynamic Frequency Control),SIMPL Policy Verification,16030715700,[PSS]SIMPL - All Fuses Verification,open,,,soc.pm,,,,,0,,,,,no-from-id
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] SIMPL / DFC (Dynamic Frequency Control),SIMPL Policy Verification,16030715702,[PSS]SIMPL Policy 0 Verification,open,,,soc.pm,,,,,0,,,,,no-from-id
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] SVID (Serial Voltage ID),SVID Basic functionality Verification,22022421917,SVID Basic commands functionality Verification,open,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p svid -p core_power -tM 60 -M 5,22018518480,22018518480,SVID Basic commands functionality Verification,10,22021635327,2026-05-21,python runPmx.py -x dmr.xml -p svid -tM 6 -M 3,python runPmx.py -x dmr.xml -p svid -tM 6 -M 3 | svid.py | thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] SVID (Serial Voltage ID),SVID Basic functionality Verification,22022421920,SVID Registers Verification,open,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p svid -p core_power -tM 60 -M 5,22018518475,22018518475,SVID Registers Verification,2,22020941666,2025-07-08,svid.py,svid.py | thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] SVID (Serial Voltage ID),SVID Mapping/Priority Verification,22022421922,SVID Addressing Verification,open,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p svid -p core_power -tM 60 -M 5,22018518502,22018518502,SVID Addressing Verification,2,22020941667,2025-09-02,svid.py,svid.py | thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] SVID (Serial Voltage ID),SVID Telemetry Verification,22022421924,SVID Imon telemetry Verification,open,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p svid -p core_power -tM 60 -M 5,22018518452,22018518452,SVID Imon telemetry Verification,2,22020941668,2025-09-11,svid.py,svid.py | thermalManagement.py,direct
[NWP PM] Power Control (SIMPL/PMAX/SVID),[NWP PM] SVID (Serial Voltage ID),SVID Telemetry Verification,22022421926,SVID Pmon Telemetry Verification,open,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p svid -p core_power -tM 60 -M 5,22018518472,22018518472,SVID Pmon Telemetry Verification,2,22020941669,2025-09-10,"svid.py,PMON","svid.py,PMON | thermalManagement.py",direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState C6 basic functionality,22022423030,CState Bios_knobs checkout,open,"silicon,virtual_platform",yes,soc.pm,flexconPM.xml,14020416742,14020416742,CState Bios_knobs checkout,2,22020896869,2025-08-29,flexconPM.xml,flexconPM.xml,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState C6 basic functionality,22022423031,CState Bios_knobs checkout PIV,open,emulation.hsle,future,pss.val,,14020921017,14020921017,CState Bios_knobs checkout PIV,1,14021794317,2025-07-30,,,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState C6 basic functionality,22022423032,CState C6 residency check,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p cstates -H 1 -M 5,14023501686,14023501686,CState C6 residency check,25,22022738570,2026-06-25,runPmx.py -x dmr.xml -p cstates -H 1 -M 5,ccx_residency_check.py | runPmx.py -x dmr.xml -p cstates -H 1 -M 5,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState C6 basic functionality,22022423036,CState C6 residency counters and CStates residency KPI,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p cstates -H 1 -M 5,14020416752,14020416752,CState C6 residency counters and CStates residency KPI,2,22020896849,2025-10-29,ccx_residency_check.py,ccx_residency_check.py | pm/Solar/SOLAR_DMR_XMLS/Exercise/CSTATES,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState C6 basic functionality,22022423038,CState MSR Control,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p cstates -H 1 -M 5,14020672741,14020672741,CState MSR Control,2,22020896867,2025-08-25,"ccx_residency_check.py, pythonsv","ccx_residency_check.py, pythonsv",direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState C6 basic functionality,22022423039,CState dfx_ctrl_unprotected.core_cstate_limit checkout_silicon,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p cstates -H 1 -M 5,14020416757,14020416757,CState dfx_ctrl_unprotected.core_cstate_limit checkout_silicon,3,22020896860,2025-08-25,,,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState C6 basic functionality,22022423042,Enable PEGA C-States,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p pega -H 1 -M 5,14021642592,14021642592,Enable PEGA C-States,25,22022738779,2026-06-25,runPmx.py -x dmr.xml -p pega -H 1 -M 5,pm/Solar/SOLAR_DMR_XMLS/Exercise/CSTATES | pm\pmutils\pega.py | runPmx.py -x dmr.xml -p pega -H 1 -M 5,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState C6 basic functionality,22022423044,Multiple B2B cstates on same core,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p cstates -H 1 -M 5,14020416764,14020416764,Multiple B2B cstates on same core,2,22020896865,2025-08-25,,,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState C6 basic functionality,22022423047,[Solar] CStates - CStates_unsupported -- Exercise,open,virtual_platform,yes,soc.pm,/usr/bin/solar/solar.sh /cfg /usr/lib/python3/dist-packages/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Exercise/CSTATES/Cstates_unsupported_Mwait_exercise.xml /logpath . /log_ip_disables,14020672784,14020672784,[Solar] CStates - CStates_unsupported -- Exercise,9,22021635965,2026-03-23,/usr/bin/solar/solar.sh /cfg /usr/lib/python3/dist-packages/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Exercise/CSTATES/Cstates_unsupported_Mwait_exercise.xml /logpath . /log_ip_disables,/usr/bin/solar/solar.sh /cfg /usr/lib/python3/dist-packages/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Exercise/CSTATES/Cstates_unsupported_Mwait_exercise.xml /logpath . /log_ip_disables | pm/Solar/SOLAR_DMR_XMLS/Exercise/CSTATES,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState C6 basic functionality,22022423050,[Solar] CStates - CStates_unsupported_Random -- Exercise,open,virtual_platform,yes,soc.pm,/usr/bin/solar/solar.sh /cfg /usr/lib/python3/dist-packages/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Exercise/CSTATES/Cstates_unsupported_Mwait_exercise.xml /logpath . /log_ip_disables,14025433644,14025433644,[Solar] CStates - CStates_unsupported_Random -- Exercise,8,22021636013,2026-03-31,/usr/bin/solar/solar.sh /cfg /usr/lib/python3/dist-packages/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Exercise/CSTATES/Cstates_unsupported_Mwait_exercise.xml /logpath . /log_ip_disables,/usr/bin/solar/solar.sh /cfg /usr/lib/python3/dist-packages/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Exercise/CSTATES/Cstates_unsupported_Mwait_exercise.xml /logpath . /log_ip_disables,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState C6 basic functionality,22022423053,[Solar] CStates - CStates_unsupported_Random -- Verify,open,virtual_platform,yes,soc.pm,/usr/bin/solar/solar.sh /cfg /usr/lib/python3/dist-packages/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Verify/CSTATES/Cstates_unsupported_Mwait_random_verify.xml /logpath . /log_ip_disables,14025433695,14025433695,[Solar] CStates - CStates_unsupported_Random -- Verify,9,22021636063,2026-03-31,/usr/bin/solar/solar.sh /cfg /usr/lib/python3/dist-packages/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Verify/CSTATES/Cstates_unsupported_Mwait_random_verify.xml /logpath . /log_ip_disables,/usr/bin/solar/solar.sh /cfg /usr/lib/python3/dist-packages/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Verify/CSTATES/Cstates_unsupported_Mwait_random_verify.xml /logpath . /log_ip_disables,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState C6 basic functionality,22022423057,[Solar]_CStates-CStates_unsupported--Verify,open,virtual_platform,yes,soc.pm,/usr/bin/solar/solar.sh /cfg /usr/lib/python3/dist-packages/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Verify/CSTATES/Cstates_unsupported_Mwait_verify.xml /logpath . /log_ip_disables,14025433677,14025433677,[Solar]_CStates-CStates_unsupported--Verify,8,22021636028,2026-03-31,/usr/bin/solar/solar.sh /cfg /usr/lib/python3/dist-packages/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Verify/CSTATES/Cstates_unsupported_Mwait_verify.xml /logpath . /log_ip_disables,/usr/bin/solar/solar.sh /cfg /usr/lib/python3/dist-packages/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Verify/CSTATES/Cstates_unsupported_Mwait_verify.xml /logpath . /log_ip_disables,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState C6 basic functionality,16030768408,CState C6 residency counters,open,,,soc.pm,,,,,0,,,,,no-from-id
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState C6 basic functionality,16030768409,CState Fuse dfx_ctrl_unprotected.core_cstate_limit checkout_silicon,open,,,soc.pm,,,,,0,,,,,no-from-id
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState Entry Actions,22022423062,CState Entry Actions: Verify Flow C6A,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p cstates -H 1 -M 5,14020647414,14020647414,CState Entry Actions: Verify Flow C6A,2,22020896862,2025-09-08,pm\focus\cstate_focus.py,pm/Solar/SOLAR_DMR_XMLS/Exercise/CSTATES | pm\focus\cstate_focus.py,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState Entry Actions,22022423064,CState Entry Actions: Verify Flow C6S,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p cstates -H 1 -M 5,14020647434,14020647434,CState Entry Actions: Verify Flow C6S,2,22020896856,2025-09-08,pm\focus\cstate_focus.py,pm/Solar/SOLAR_DMR_XMLS/Exercise/CSTATES | pm\focus\cstate_focus.py,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState Entry Actions,22022423067,CState Entry Actions: Verify flow C6S-P,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p cstates -H 1 -M 5,14020647451,14020647451,CState Entry Actions: Verify flow C6S-P,2,22020896854,2025-09-08,pm\focus\cstate_focus.py,pm/Solar/SOLAR_DMR_XMLS/Exercise/CSTATES | pm\focus\cstate_focus.py,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState Entry Actions,16030715579,[PSS]PEGA/Solar Based C6 injection,open,,,soc.pm,,,,,0,,,,,no-from-id
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState Entry Actions,16030715587,[PSS]C6 Residency Counter,open,,,soc.pm,,,,,0,,,,,no-from-id
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState Entry Actions,16030715592,[PSS]PLR Status registers Check during Cstates,open,,,soc.pm,,,,,0,,,,,no-from-id
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState Entry Actions,16030768411,CState MWAIT Encodings (Place Holder),open,,,soc.pm,,,,,0,,,,,no-from-id
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState Exit Actions,22022423070,CState Exit Actions: verify flow C6A,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p cstates -H 1 -M 5,14020416774,14020416774,CState Exit Actions: verify flow C6A,2,22020896855,2025-09-08,pm\focus\cstate_focus.py,pm/Solar/SOLAR_DMR_XMLS/Exercise/CSTATES | pm\focus\cstate_focus.py,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState Exit Actions,22022423074,CState Exit Actions: verify flow C6S,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p cstates -H 1 -M 5,14020647475,14020647475,CState Exit Actions: verify flow C6S,2,22020896866,2025-09-08,pm\focus\cstate_focus.py,pm/Solar/SOLAR_DMR_XMLS/Exercise/CSTATES | pm\focus\cstate_focus.py,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState Exit Actions,22022423076,CState Exit Actions: verify flow C6S-P,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p cstates -H 1 -M 5,14020647478,14020647478,CState Exit Actions: verify flow C6S-P,2,22020896858,2025-09-08,pm\focus\cstate_focus.py,pm/Solar/SOLAR_DMR_XMLS/Exercise/CSTATES | pm\focus\cstate_focus.py,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CState Exit Actions,22022423078,CState Exit Actions: verify flow MC6,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p cstates -H 1 -M 5,14023097312,14023097312,CState Exit Actions: verify flow MC6,2,22020896853,2025-09-24,pm\focus\cstate_focus.py,pm\focus\cstate_focus.py,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CStates C1 residency counter,22022423079,CStates C1 residency counter,open,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p cstates -H 1 -M 5,14020416782,14020416782,CStates C1 residency counter,2,22020896848,2025-08-25,pm\focus\cstate_focus.py ccx_residency_check.py,pm/Solar/SOLAR_DMR_XMLS/Exercise/CSTATES | pm\focus\cstate_focus.py ccx_residency_check.py,direct
[NWP PM] C-State (PantherCove PNC),[NWP PM] Core C1/C6 (Entry/Exit/Residency),CStates C1 residency counter,16030715581,[PSS]C1 Residency Counter,open,,,soc.pm,,,,,0,,,,,no-from-id
[NWP PM] C-State (PantherCove PNC),[NWP PM] Fast C1E,CState Fast C1E: C1E autopromotion,22022423091,CState Fast C1E: bios_knob C1E autopromotion_silicon,open,"silicon,virtual_platform",yes,soc.pm,flexconPM.xml,14020416795,14020416795,CState Fast C1E: bios_knob C1E autopromotion_silicon,2,22020896857,2025-08-30,ccx_residency_check.py,ccx_residency_check.py,direct
