hierarchy,title,field,subsection title,subsection content,record_id
TC,Randomized RAPL Limit Programming and Frequency Ceiling Enforcement,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL domain enablement and CSR/TPMI access, validated BIOS version, OS kernel with HPM message support, scheduler settings for workload control, and up-to-date PCIe/storage drivers.",1.1.1.1
TC,Randomized RAPL Limit Programming and Frequency Ceiling Enforcement,description,Test HW Requirements and HW Configuration *,"Platform with SoC supporting Socket, Platform, and DRAM RAPL domains, correct stepping and TDP, full DIMM population, PCIe devices as required, thermal solution per platform spec, debug instrumentation for HPM and frequency sampling, and power measurement setup.",1.1.1.1
TC,Workload-Induced Domain Constraint Rotation,description,TC Description *,"Sequentially rotate which RAPL domain is the most constraining by adjusting PL1/PL2 limits and workload focus. For each rotation, verify that the frequency ceiling tracks the domain with the lowest PID output and that only the corresponding perf limit reason flag is asserted.",1.1.1.2
TC,Workload-Induced Domain Constraint Rotation,description,Test Steps *,"1. Enable all RAPL domains and set initial PL1/PL2 limits. 2. For each test iteration, lower the PL1/PL2 limit of one domain to make it the most constraining. 3. Apply targeted workload to stress the selected domain. 4. Monitor RAPL_PERF_LIMIT HPM messages and core/uncore frequencies. 5. Verify that the frequency ceiling matches the minimum PID output and that the perf limit reason flag corresponds to the constrained domain. 6. Repeat for each domain.",1.1.1.2
TC,Workload-Induced Domain Constraint Rotation,description,Pass/Fail Criteria &amp; HW Errors *,Pass if frequency ceiling always matches the most constraining domain and only the correct perf limit reason flag is asserted. Fail if frequency ceiling does not update or if multiple flags are asserted.,1.1.1.2
TC,Workload-Induced Domain Constraint Rotation,description,Intent Verify *,"Use PMON and Visa to correlate workload, HPM messages, and frequency ceiling. Review logs for correct flag assertion.",1.1.1.2
TC,Workload-Induced Domain Constraint Rotation,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Use PVT checkers for domain rotation and flag assertion.",1.1.1.2
TC,Workload-Induced Domain Constraint Rotation,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider, Prime95.",1.1.1.2
TC,Workload-Induced Domain Constraint Rotation,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL domain support, validated BIOS version, OS kernel with HPM support, scheduler and driver settings as required.",1.1.1.2
TC,Workload-Induced Domain Constraint Rotation,description,Test HW Requirements and HW Configuration *,"SoC with all RAPL domains, full DIMM and PCIe population, platform topology per spec, thermal and debug setup.",1.1.1.2
TC,Perf Limit Reason Flag Priority Verification,description,TC Description *,"Program multiple RAPL domains with overlapping constraints such that more than one domain could assert a perf limit reason flag. Verify that only one flag is asserted at any time, following the documented priority order: Platform RAPL PL2 &gt; Platform RAPL PL1 &gt; Fast RAPL &gt; Socket RAPL PL2 &gt; Socket RAPL PL1.",1.1.1.3
TC,Perf Limit Reason Flag Priority Verification,description,Test Steps *,"1. Enable all RAPL domains and set PL1/PL2 limits to create overlapping constraints. 2. Apply workloads to trigger multiple domains to reach their limits simultaneously. 3. Monitor RAPL_PERF_LIMIT HPM messages and perf limit reason flags. 4. For each event, verify that only one flag is asserted and that it matches the documented priority. 5. Repeat with different combinations of domain constraints.",1.1.1.3
TC,Perf Limit Reason Flag Priority Verification,description,Pass/Fail Criteria &amp; HW Errors *,Pass if only one perf limit reason flag is asserted at any time and matches the priority order. Fail if multiple flags are asserted or if the wrong flag is set.,1.1.1.3
TC,Perf Limit Reason Flag Priority Verification,description,Intent Verify *,Use PMON and Visa to monitor HPM messages and flag assertion. Review logs for correct priority enforcement.,1.1.1.3
TC,Perf Limit Reason Flag Priority Verification,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Use PVT checkers for flag priority logic.",1.1.1.3
TC,Perf Limit Reason Flag Priority Verification,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider, Prime95.",1.1.1.3
TC,Perf Limit Reason Flag Priority Verification,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL domain support, validated BIOS version, OS kernel with HPM support, scheduler and driver settings as required.",1.1.1.3
TC,Perf Limit Reason Flag Priority Verification,description,Test HW Requirements and HW Configuration *,"SoC with all RAPL domains, full DIMM and PCIe population, platform topology per spec, thermal and debug setup.",1.1.1.3
TCD,Domain Transition and Dynamic Limit Reconfiguration,description,Description *,"Validate that dynamic enable/disable and reconfiguration of RAPL domains and limits results in correct frequency ceiling and perf limit flag updates within 1ms, with no domain exceeding its power limit during transitions.",1.1.2
TCD,Domain Transition and Dynamic Limit Reconfiguration,description,Algorithm of Testing *,"Randomly enable/disable RAPL domains and reconfigure PL1/PL2 limits at runtime via CSR/TPMI, apply workload transitions, and monitor HPM messages and energy status registers for correct behavior.",1.1.2
TCD,Domain Transition and Dynamic Limit Reconfiguration,description,Randomization *,"Randomize domain enable/disable sequences, PL1/PL2 limit values, and workload types to cover all transition scenarios.",1.1.2
TCD,Domain Transition and Dynamic Limit Reconfiguration,description,Required Configurations and Dependencies *,"Requires CSR/TPMI interfaces, HPM message and energy status register monitoring, and ability to apply diverse workloads.",1.1.2
TCD,Domain Transition and Dynamic Limit Reconfiguration,description,Cross-Feature Interaction *,"Involves Socket, Platform, and DRAM RAPL domains, IMH-P, IMH-S, and their coordination via HPM messages and frequency ceiling enforcement during dynamic transitions.",1.1.2
TCD,Domain Transition and Dynamic Limit Reconfiguration,description,DFx Requirements *,"Must verify frequency ceiling and perf limit flag update within 1ms of configuration change, and no domain exceeds power limit during transitions.",1.1.2
TC,Dynamic Domain Enable/Disable and Frequency Ceiling Tracking,description,TC Description *,Randomly enable and disable individual RAPL domains and reconfigure their PL1/PL2 limits at runtime using CSR and TPMI interfaces. Apply workload transitions to stress different domains. Monitor RAPL_PERF_LIMIT HPM messages and verify that the frequency ceiling dynamically tracks the minimum PID output as domains are enabled or disabled and limits are changed.,1.1.2.1
TC,Dynamic Domain Enable/Disable and Frequency Ceiling Tracking,description,Test Steps *,"1. Enable multiple RAPL domains and set initial PL1/PL2 limits. 2. Randomly select a domain to disable or enable and reconfigure its limits via CSR/TPMI. 3. Apply a workload transition (e.g., switch from core-intensive to memory-intensive). 4. Monitor RAPL_PERF_LIMIT HPM messages every 500us/1ms and record frequency ceiling and perf limit reason flags. 5. Verify that frequency ceiling and perf limit reason flags update within 1ms of domain configuration change. 6. Repeat for multiple random sequences of domain transitions and limit changes.",1.1.2.1
TC,Dynamic Domain Enable/Disable and Frequency Ceiling Tracking,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if frequency ceiling and perf limit reason flags update within 1ms of domain configuration change and always reflect the minimum PID output. Fail if update is delayed, incorrect, or if any domain's power limit is violated.",1.1.2.1
TC,Dynamic Domain Enable/Disable and Frequency Ceiling Tracking,description,Intent Verify *,"Use PMON and Visa to monitor HPM messages, frequency ceiling, and perf limit flags. Cross-check logs for update timing and correctness.",1.1.2.1
TC,Dynamic Domain Enable/Disable and Frequency Ceiling Tracking,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for dynamic domain transitions.",1.1.2.1
TC,Dynamic Domain Enable/Disable and Frequency Ceiling Tracking,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider, Prime95.",1.1.2.1
TC,Dynamic Domain Enable/Disable and Frequency Ceiling Tracking,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL domain enable/disable support, validated BIOS version, OS kernel with HPM and energy status support, scheduler and driver settings as required.",1.1.2.1
TC,Dynamic Domain Enable/Disable and Frequency Ceiling Tracking,description,Test HW Requirements and HW Configuration *,"SoC with all RAPL domains, full DIMM and PCIe population, platform topology per spec, thermal and debug setup.",1.1.2.1
TC,Workload Transition Stress and Power Limit Verification,description,TC Description *,"Apply random workload transitions (memory-intensive, core-intensive, mixed) while dynamically reconfiguring RAPL domain limits. Monitor energy status registers for each domain to verify that no domain exceeds its programmed power limit during transitions.",1.1.2.2
TC,Workload Transition Stress and Power Limit Verification,description,Test Steps *,"1. Enable all RAPL domains and set initial PL1/PL2 limits. 2. Apply a sequence of workload transitions, each time reconfiguring PL1/PL2 limits for one or more domains via CSR/TPMI. 3. Monitor energy status registers for each domain throughout the test. 4. Verify that accumulated energy does not exceed the programmed power limit for any domain during or after transitions. 5. Repeat for multiple random sequences.",1.1.2.2
TC,Workload Transition Stress and Power Limit Verification,description,Pass/Fail Criteria &amp; HW Errors *,Pass if no domain exceeds its programmed power limit during any transition. Fail if any domain's energy status indicates a violation.,1.1.2.2
TC,Workload Transition Stress and Power Limit Verification,description,Intent Verify *,Use PMON and Visa to monitor energy status registers and correlate with workload and limit changes.,1.1.2.2
TC,Workload Transition Stress and Power Limit Verification,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for energy status and power limit enforcement.",1.1.2.2
TC,Workload Transition Stress and Power Limit Verification,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider, Prime95.",1.1.2.2
TC,Workload Transition Stress and Power Limit Verification,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL domain support, validated BIOS version, OS kernel with energy status support, scheduler and driver settings as required.",1.1.2.2
TC,Workload Transition Stress and Power Limit Verification,description,Test HW Requirements and HW Configuration *,"SoC with all RAPL domains, full DIMM and PCIe population, platform topology per spec, thermal and debug setup.",1.1.2.2
TC,Configuration Change Latency Measurement,description,TC Description *,Measure the latency between a domain configuration change (enable/disable or limit reprogram) and the update of frequency ceiling and perf limit reason flags in the HPM message. Verify that updates occur within 1ms as required.,1.1.2.3
TC,Configuration Change Latency Measurement,description,Test Steps *,"1. Enable all RAPL domains and set initial PL1/PL2 limits. 2. At a known timestamp, change the configuration of a domain (enable/disable or reprogram limit) via CSR/TPMI. 3. Continuously sample HPM messages and record the timestamp when frequency ceiling and perf limit reason flags update. 4. Calculate the latency between configuration change and HPM update. 5. Repeat for multiple domains and configuration changes.",1.1.2.3
TC,Configuration Change Latency Measurement,description,Pass/Fail Criteria &amp; HW Errors *,Pass if all updates occur within 1ms of configuration change. Fail if any update exceeds 1ms.,1.1.2.3
TC,Configuration Change Latency Measurement,description,Intent Verify *,Use PMON and Visa to correlate configuration change events with HPM message updates. Review logs for latency measurement.,1.1.2.3
TC,Configuration Change Latency Measurement,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for configuration change latency.",1.1.2.3
TC,Configuration Change Latency Measurement,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider, Prime95.",1.1.2.3
TC,Configuration Change Latency Measurement,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL domain support, validated BIOS version, OS kernel with HPM support, scheduler and driver settings as required.",1.1.2.3
TC,Configuration Change Latency Measurement,description,Test HW Requirements and HW Configuration *,"SoC with all RAPL domains, full DIMM and PCIe population, platform topology per spec, thermal and debug setup.",1.1.2.3
TCD,Parallel Memory and Core Throttling Coordination,description,Description *,"Validate that memory and core throttling are coordinated in parallel, with the minimum PID output across Socket and DRAM RAPL domains setting the frequency ceiling for both, and that no domain's power limit is violated.",1.1.3
TCD,Parallel Memory and Core Throttling Coordination,description,Algorithm of Testing *,"Randomly configure Socket and DRAM RAPL limits, apply mixed workloads to stress both memory and core, and monitor HPM messages and frequency samples for coordinated throttling.",1.1.3
TCD,Parallel Memory and Core Throttling Coordination,description,Randomization *,Randomize PL1/PL2 limits for Socket and DRAM RAPL domains and workload patterns to cover all possible constraint scenarios.,1.1.3
TCD,Parallel Memory and Core Throttling Coordination,description,Required Configurations and Dependencies *,"Requires CSR/TPMI interfaces, HPM message and frequency sampling, and ability to apply mixed workloads.",1.1.3
TCD,Parallel Memory and Core Throttling Coordination,description,Cross-Feature Interaction *,"Involves Socket RAPL, DRAM RAPL, IMH-P, and their coordination via HPM messages and frequency ceiling enforcement for both memory and core.",1.1.3
TCD,Parallel Memory and Core Throttling Coordination,description,DFx Requirements *,Must verify parallel throttling and no power limit violation; debug via HPM message and frequency sampling.,1.1.3
TC,Coordinated Throttling with Randomized Domain Constraints,description,TC Description *,"Randomly configure PL1 and PL2 limits for Socket and DRAM RAPL domains using CSR and TPMI interfaces. Apply mixed workloads that stress both memory and core subsystems. Monitor RAPL_PERF_LIMIT HPM messages, core and memory frequencies, and verify that both memory and core throttling occur in parallel, coordinated by the minimum PID output across domains.",1.1.3.1
TC,Coordinated Throttling with Randomized Domain Constraints,description,Test Steps *,1. Enable and configure independent PL1 and PL2 limits for Socket and DRAM RAPL domains via CSR and TPMI. 2. Randomly select legal values for PL1 and PL2 for each domain and program them. 3. Apply mixed workloads to stress both memory and core. 4. Sample RAPL_PERF_LIMIT HPM messages every 500us/1ms and record minimum PID output. 5. Sample core and memory frequencies at the same interval. 6. Verify that both memory and core frequencies are clipped to the ceiling set by the minimum PID output. 7. Repeat for multiple randomizations.,1.1.3.1
TC,Coordinated Throttling with Randomized Domain Constraints,description,Pass/Fail Criteria &amp; HW Errors *,Pass if both memory and core frequencies do not exceed the ceiling set by the minimum PID output and no domain's power limit is violated. Fail if either frequency exceeds the ceiling or if any domain's power limit is violated.,1.1.3.1
TC,Coordinated Throttling with Randomized Domain Constraints,description,Intent Verify *,"Use PMON and Visa to sample HPM messages, core/memory frequencies, and power limits. Cross-check logs for coordinated throttling.",1.1.3.1
TC,Coordinated Throttling with Randomized Domain Constraints,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for parallel throttling.",1.1.3.1
TC,Coordinated Throttling with Randomized Domain Constraints,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider, Prime95.",1.1.3.1
TC,Coordinated Throttling with Randomized Domain Constraints,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL domain enablement, validated BIOS version, OS kernel with HPM and frequency sampling support, scheduler and driver settings as required.",1.1.3.1
TC,Coordinated Throttling with Randomized Domain Constraints,description,Test HW Requirements and HW Configuration *,"SoC with Socket and DRAM RAPL domains, full DIMM population, platform topology per spec, thermal and debug setup.",1.1.3.1
TC,Workload-Induced Throttling Coordination Verification,description,TC Description *,"Apply workload patterns that alternately stress memory and core subsystems, causing the most constraining domain to shift between Socket and DRAM RAPL. Monitor HPM messages and frequency samples to verify that the frequency ceiling for both memory and core always tracks the minimum PID output.",1.1.3.2
TC,Workload-Induced Throttling Coordination Verification,description,Test Steps *,1. Enable Socket and DRAM RAPL domains and set initial PL1/PL2 limits. 2. Apply a memory-intensive workload and monitor HPM messages and frequencies. 3. Switch to a core-intensive workload and repeat monitoring. 4. Alternate workloads to shift the most constraining domain. 5. Verify that frequency ceilings for both memory and core always match the minimum PID output. 6. Repeat for multiple workload transitions.,1.1.3.2
TC,Workload-Induced Throttling Coordination Verification,description,Pass/Fail Criteria &amp; HW Errors *,Pass if frequency ceilings for both memory and core always match the minimum PID output during workload transitions. Fail if there is any mismatch or power limit violation.,1.1.3.2
TC,Workload-Induced Throttling Coordination Verification,description,Intent Verify *,"Use PMON and Visa to correlate workload, HPM messages, and frequency ceilings. Review logs for correct coordination.",1.1.3.2
TC,Workload-Induced Throttling Coordination Verification,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for workload-induced coordination.",1.1.3.2
TC,Workload-Induced Throttling Coordination Verification,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider, Prime95.",1.1.3.2
TC,Workload-Induced Throttling Coordination Verification,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL domain support, validated BIOS version, OS kernel with HPM and frequency sampling support, scheduler and driver settings as required.",1.1.3.2
TC,Workload-Induced Throttling Coordination Verification,description,Test HW Requirements and HW Configuration *,"SoC with Socket and DRAM RAPL domains, full DIMM population, platform topology per spec, thermal and debug setup.",1.1.3.2
TC,Frequency Ceiling Update Latency under Mixed Workloads,description,TC Description *,Measure the latency of frequency ceiling updates for both memory and core after a workload change that shifts the most constraining domain. Verify that updates occur within 1ms as required.,1.1.3.3
TC,Frequency Ceiling Update Latency under Mixed Workloads,description,Test Steps *,"1. Enable Socket and DRAM RAPL domains and set initial PL1/PL2 limits. 2. Apply a workload that stresses one domain, then abruptly switch to a workload that stresses the other domain. 3. Monitor HPM messages and frequency samples, recording the timestamp of workload change and frequency ceiling update. 4. Calculate the latency for both memory and core frequency ceilings to update. 5. Repeat for multiple transitions.",1.1.3.3
TC,Frequency Ceiling Update Latency under Mixed Workloads,description,Pass/Fail Criteria &amp; HW Errors *,Pass if frequency ceiling updates for both memory and core occur within 1ms of workload change. Fail if update exceeds 1ms.,1.1.3.3
TC,Frequency Ceiling Update Latency under Mixed Workloads,description,Intent Verify *,Use PMON and Visa to correlate workload changes with frequency ceiling updates. Review logs for latency measurement.,1.1.3.3
TC,Frequency Ceiling Update Latency under Mixed Workloads,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for update latency.",1.1.3.3
TC,Frequency Ceiling Update Latency under Mixed Workloads,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider, Prime95.",1.1.3.3
TC,Frequency Ceiling Update Latency under Mixed Workloads,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL domain support, validated BIOS version, OS kernel with HPM and frequency sampling support, scheduler and driver settings as required.",1.1.3.3
TC,Frequency Ceiling Update Latency under Mixed Workloads,description,Test HW Requirements and HW Configuration *,"SoC with Socket and DRAM RAPL domains, full DIMM population, platform topology per spec, thermal and debug setup.",1.1.3.3
TCD,Negative Testing: Locked Interface Modification Attempt,description,Description *,Validate that attempts to modify Socket RAPL power limit via in-band agent when CSR interface is locked do not result in any change to RAPL perf status or frequency ceiling.,1.1.4
TCD,Negative Testing: Locked Interface Modification Attempt,description,Algorithm of Testing *,"Lock CSR interface for Socket RAPL via BIOS, attempt in-band modification, and monitor RAPL perf status and frequency ceiling for changes.",1.1.4
TCD,Negative Testing: Locked Interface Modification Attempt,description,Randomization *,Not applicable; test is deterministic based on lock state.,1.1.4
TCD,Negative Testing: Locked Interface Modification Attempt,description,Required Configurations and Dependencies *,"Requires BIOS with CSR lock capability, in-band agent for modification attempt, and monitoring of RAPL perf status and frequency ceiling.",1.1.4
TCD,Negative Testing: Locked Interface Modification Attempt,description,Cross-Feature Interaction *,"Involves BIOS/CSR lock, in-band agent, and RAPL perf status/frequency ceiling monitoring.",1.1.4
TCD,Negative Testing: Locked Interface Modification Attempt,description,DFx Requirements *,Must verify no change in RAPL perf status or frequency ceiling after modification attempt; debug via status and frequency sampling.,1.1.4
TCD,Negative Testing: Locked Interface Modification Attempt,description,Negative Testing *,Attempt to modify locked interface and verify no effect.,1.1.4
TC,Locked CSR Interface Modification Attempt,description,TC Description *,"With the CSR interface for Socket RAPL domain locked by BIOS, attempt to modify the Socket RAPL power limit via in-band agent (MSR or driver) while maintaining a constant workload. Monitor RAPL perf status and frequency ceiling before and after the modification attempt to verify that no change occurs.",1.1.4.1
TC,Locked CSR Interface Modification Attempt,description,Test Steps *,1. Configure BIOS to lock the CSR interface for Socket RAPL domain. 2. Boot system and verify lock bit is set. 3. Apply a constant workload to maintain steady power consumption. 4. Attempt to modify Socket RAPL power limit via in-band agent (MSR or driver). 5. Monitor and record RAPL perf status and frequency ceiling before and after the modification attempt. 6. Compare values to confirm no change.,1.1.4.1
TC,Locked CSR Interface Modification Attempt,description,Pass/Fail Criteria &amp; HW Errors *,Pass if no change is observed in RAPL perf status or frequency ceiling after modification attempt. Fail if any change is detected.,1.1.4.1
TC,Locked CSR Interface Modification Attempt,description,Intent Verify *,Use PMON and Visa to monitor RAPL perf status and frequency ceiling. Review logs for any changes.,1.1.4.1
TC,Locked CSR Interface Modification Attempt,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for lock enforcement.",1.1.4.1
TC,Locked CSR Interface Modification Attempt,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider.",1.1.4.1
TC,Locked CSR Interface Modification Attempt,description,Ecosystem SW *,"Test Requirements: BIOS with CSR lock capability, validated BIOS version, OS kernel with RAPL support, scheduler and driver settings as required.",1.1.4.1
TC,Locked CSR Interface Modification Attempt,description,Test HW Requirements and HW Configuration *,"SoC with Socket RAPL domain, platform topology per spec, thermal and debug setup.",1.1.4.1
TC,Multiple Modification Attempts with Varying Workloads,description,TC Description *,"With CSR interface locked for Socket RAPL, attempt to modify the power limit via in-band agent under different workload conditions (idle, moderate, high). Monitor RAPL perf status and frequency ceiling for any changes.",1.1.4.2
TC,Multiple Modification Attempts with Varying Workloads,description,Test Steps *,"1. Lock CSR interface for Socket RAPL via BIOS. 2. Boot system and verify lock bit is set. 3. For each workload condition (idle, moderate, high): a. Apply workload. b. Attempt to modify Socket RAPL power limit via in-band agent. c. Monitor and record RAPL perf status and frequency ceiling before and after attempt. 4. Compare values for each workload.",1.1.4.2
TC,Multiple Modification Attempts with Varying Workloads,description,Pass/Fail Criteria &amp; HW Errors *,Pass if no change is observed in RAPL perf status or frequency ceiling for any workload. Fail if any change is detected.,1.1.4.2
TC,Multiple Modification Attempts with Varying Workloads,description,Intent Verify *,Use PMON and Visa to monitor status and frequency. Review logs for changes.,1.1.4.2
TC,Multiple Modification Attempts with Varying Workloads,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for lock enforcement.",1.1.4.2
