hierarchy,title,field,subsection title,subsection content,record_id
TC,Real-Time Counter Update Under Randomized Stress,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL support enabled, default OS kernel and scheduler, up-to-date PCIe/storage drivers, and any required registry keys for power management.",1.1.1.1
TC,Real-Time Counter Update Under Randomized Stress,description,Test HW Requirements and HW Configuration *,"Platform with all RAPL domains, CBBs, and IMHs operational. SoC stepping as per validation plan, DIMMs and PCIe devices populated, thermal solution as per platform default, debug instrumentation for HPM message capture.",1.1.1.1
TC,Aggregation Consistency Across CBBs and IMHs,description,TC Description *,"With all RAPL domains enabled and configured, apply stress to different combinations of CBBs and IMHs. Sample and log LEAF_PERF_STATUS and RAPL_PERF_STATUS at &lt;1ms intervals. Verify that aggregation from CBBs to IMHs and up to IMH-P matches the documented pseudocode and that counters reflect the number and location of limited IPs.",1.1.1.2
TC,Aggregation Consistency Across CBBs and IMHs,description,Test Steps *,1. Boot system with all RAPL domains enabled. 2. Set power limits via CSR/TPMI. 3. Apply stress to selected CBBs/IMHs. 4. Sample and log status registers and HPM messages at &lt;1ms intervals. 5. Compare aggregation results to expected values per pseudocode. 6. Repeat with different CBB/IMH combinations.,1.1.1.2
TC,Aggregation Consistency Across CBBs and IMHs,description,Pass/Fail Criteria &amp; HW Errors *,Pass if aggregation is correct and counters reflect the number/location of limited IPs. Fail if aggregation is incorrect or counters do not match expected values.,1.1.1.2
TC,Aggregation Consistency Across CBBs and IMHs,description,Intent Verify *,Analyze logs for correct aggregation and real-time updates. Cross-check with aggregation pseudocode.,1.1.1.2
TC,Aggregation Consistency Across CBBs and IMHs,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for aggregation logic.",1.1.1.2
TC,Aggregation Consistency Across CBBs and IMHs,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, Supercollider, logging tools.",1.1.1.2
TC,Aggregation Consistency Across CBBs and IMHs,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL support, OS kernel and drivers as per platform default.",1.1.1.2
TC,Aggregation Consistency Across CBBs and IMHs,description,Test HW Requirements and HW Configuration *,"Platform with all CBBs and IMHs operational, SoC stepping as per plan, DIMMs and PCIe devices, thermal solution, debug instrumentation.",1.1.1.2
TC,Stress Removal and Counter Stability,description,TC Description *,"After applying stress and observing counter increments, remove all stress workloads and continue sampling LEAF_PERF_STATUS and RAPL_PERF_STATUS at &lt;1ms intervals. Verify that counters stop incrementing immediately and remain stable.",1.1.1.3
TC,Stress Removal and Counter Stability,description,Test Steps *,1. Apply stress as in previous TCs and observe counter increments. 2. Remove all stress workloads. 3. Continue sampling and logging status registers and HPM messages. 4. Verify counters stop incrementing and remain stable.,1.1.1.3
TC,Stress Removal and Counter Stability,description,Pass/Fail Criteria &amp; HW Errors *,Pass if counters stop incrementing immediately after stress removal and remain stable. Fail if counters continue to increment or show spurious changes.,1.1.1.3
TC,Stress Removal and Counter Stability,description,Intent Verify *,Review logs for counter stability post-stress removal.,1.1.1.3
TC,Stress Removal and Counter Stability,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.1.3
TC,Stress Removal and Counter Stability,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, Supercollider, logging tools.",1.1.1.3
TC,Stress Removal and Counter Stability,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL support, OS kernel and drivers as per platform default.",1.1.1.3
TC,Stress Removal and Counter Stability,description,Test HW Requirements and HW Configuration *,"Platform with all RAPL domains, CBBs, and IMHs operational, SoC stepping as per plan, DIMMs and PCIe devices, thermal solution, debug instrumentation.",1.1.1.3
TCD,Boundary Condition and Throttling Priority: Single and Multiple Domain Limiting,description,Description *,Validate correct priority and 1-hot flagging in RAPL_PERF_LIMIT and accurate counter increments for single and multiple domain limiting scenarios.,1.1.2
TCD,Boundary Condition and Throttling Priority: Single and Multiple Domain Limiting,description,Algorithm of Testing *,"Configure RAPL limits to isolate single domain limiting, then overlap limits for multiple domains. Randomly select limiting domains and apply stress to trigger limiting. Sample and log RAPL_PERF_LIMIT and LEAF_PERF_STATUS.",1.1.2
TCD,Boundary Condition and Throttling Priority: Single and Multiple Domain Limiting,description,Randomization *,Randomly select which domain's limit is set lowest per iteration; randomize stress application to trigger single or multiple domain limiting.,1.1.2
TCD,Boundary Condition and Throttling Priority: Single and Multiple Domain Limiting,description,Required Configurations and Dependencies *,"All RAPL domains enabled, BIOS and OS support for RAPL, logging infrastructure for HPM messages and status registers.",1.1.2
TCD,Boundary Condition and Throttling Priority: Single and Multiple Domain Limiting,description,Cross-Feature Interaction *,"Involves RAPL domains, CBBs, IMHs, and HPM message reporting; priority logic ensures only one flag is set in RAPL_PERF_LIMIT.",1.1.2
TCD,Boundary Condition and Throttling Priority: Single and Multiple Domain Limiting,description,DFx Requirements *,"Explicit sampling and logging of RAPL_PERF_LIMIT and LEAF_PERF_STATUS, verification of 1-hot flagging and priority order.",1.1.2
TC,Single Domain Limiting and 1-Hot Flag Verification,description,TC Description *,"Configure power limits so that only one RAPL domain is limiting at a time. For each iteration, randomly select which domain is most constraining and apply workloads to exceed that limit. Sample RAPL_PERF_LIMIT HPM message and LEAF_PERF_STATUS counters. Verify that only one flag is set in RAPL_PERF_LIMIT and only the corresponding counter increments.",1.1.2.1
TC,Single Domain Limiting and 1-Hot Flag Verification,description,Test Steps *,1. Boot system with all RAPL domains enabled. 2. Set power limits so only one domain is limiting. 3. Randomly select limiting domain and apply stress to exceed its limit. 4. Sample and log RAPL_PERF_LIMIT and LEAF_PERF_STATUS. 5. Repeat for each domain.,1.1.2.1
TC,Single Domain Limiting and 1-Hot Flag Verification,description,Pass/Fail Criteria &amp; HW Errors *,Pass if only one flag is set in RAPL_PERF_LIMIT (1-hot) and only the corresponding LEAF_PERF_STATUS counter increments. Fail if multiple flags are set or counters increment incorrectly.,1.1.2.1
TC,Single Domain Limiting and 1-Hot Flag Verification,description,Intent Verify *,Review logs for 1-hot flagging and correct counter increments.,1.1.2.1
TC,Single Domain Limiting and 1-Hot Flag Verification,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for RAPL priority logic.",1.1.2.1
TC,Single Domain Limiting and 1-Hot Flag Verification,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, Supercollider, logging tools.",1.1.2.1
TC,Single Domain Limiting and 1-Hot Flag Verification,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL support, OS kernel and drivers as per platform default.",1.1.2.1
TC,Single Domain Limiting and 1-Hot Flag Verification,description,Test HW Requirements and HW Configuration *,"Platform with all RAPL domains, CBBs, and IMHs operational, SoC stepping as per plan, DIMMs and PCIe devices, thermal solution, debug instrumentation.",1.1.2.1
TC,Multiple Domain Limiting and Priority Order Enforcement,description,TC Description *,Configure power limits so that two or more RAPL domains could limit simultaneously. Apply stress to trigger overlapping limiting. Sample RAPL_PERF_LIMIT and LEAF_PERF_STATUS. Verify that only the highest priority domain is flagged in RAPL_PERF_LIMIT and only its counter increments.,1.1.2.2
TC,Multiple Domain Limiting and Priority Order Enforcement,description,Test Steps *,1. Set overlapping power limits for multiple domains. 2. Apply stress to trigger multiple domain limiting. 3. Sample and log RAPL_PERF_LIMIT and LEAF_PERF_STATUS. 4. Verify only the highest priority flag is set and only its counter increments. 5. Repeat with different domain combinations.,1.1.2.2
TC,Multiple Domain Limiting and Priority Order Enforcement,description,Pass/Fail Criteria &amp; HW Errors *,Pass if only the highest priority flag is set and only its counter increments. Fail if multiple flags are set or counters increment incorrectly.,1.1.2.2
TC,Multiple Domain Limiting and Priority Order Enforcement,description,Intent Verify *,Analyze logs for correct priority enforcement and 1-hot flagging.,1.1.2.2
TC,Multiple Domain Limiting and Priority Order Enforcement,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for priority logic.",1.1.2.2
TC,Multiple Domain Limiting and Priority Order Enforcement,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, Supercollider, logging tools.",1.1.2.2
TC,Multiple Domain Limiting and Priority Order Enforcement,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL support, OS kernel and drivers as per platform default.",1.1.2.2
TC,Multiple Domain Limiting and Priority Order Enforcement,description,Test HW Requirements and HW Configuration *,"Platform with all RAPL domains, CBBs, and IMHs operational, SoC stepping as per plan, DIMMs and PCIe devices, thermal solution, debug instrumentation.",1.1.2.2
TC,No Limiting Condition and Counter Stability,description,TC Description *,Remove all stress and set power limits so that no domain is limiting. Sample RAPL_PERF_LIMIT and LEAF_PERF_STATUS. Verify that all flags are clear and counters do not increment.,1.1.2.3
TC,No Limiting Condition and Counter Stability,description,Test Steps *,1. Remove all stress workloads. 2. Set power limits above workload consumption. 3. Sample and log RAPL_PERF_LIMIT and LEAF_PERF_STATUS. 4. Verify all flags are clear and counters stable.,1.1.2.3
TC,No Limiting Condition and Counter Stability,description,Pass/Fail Criteria &amp; HW Errors *,Pass if all flags are clear and counters do not increment. Fail if any flag is set or counters increment.,1.1.2.3
TC,No Limiting Condition and Counter Stability,description,Intent Verify *,Review logs for absence of flag assertion and counter increments.,1.1.2.3
TC,No Limiting Condition and Counter Stability,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.2.3
TC,No Limiting Condition and Counter Stability,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, Supercollider, logging tools.",1.1.2.3
TC,No Limiting Condition and Counter Stability,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL support, OS kernel and drivers as per platform default.",1.1.2.3
TC,No Limiting Condition and Counter Stability,description,Test HW Requirements and HW Configuration *,"Platform with all RAPL domains, CBBs, and IMHs operational, SoC stepping as per plan, DIMMs and PCIe devices, thermal solution, debug instrumentation.",1.1.2.3
TCD,Negative Test: Interface Lockout and Feature Disable,description,Description *,"Validate that interface lockout and feature disable prevent changes to RAPL_PERF_STATUS, LEAF_PERF_STATUS, and RAPL_PERF_LIMIT, ensuring no aggregation or reporting occurs for locked/disabled domains.",1.1.3
TCD,Negative Test: Interface Lockout and Feature Disable,description,Algorithm of Testing *,"Lock CSR or TPMI interface or disable RAPL feature, attempt to modify power limits, and monitor status registers for any change while keeping power consumption constant.",1.1.3
TCD,Negative Test: Interface Lockout and Feature Disable,description,Randomization *,Randomly select domains and interfaces to lock or disable per iteration.,1.1.3
TCD,Negative Test: Interface Lockout and Feature Disable,description,Required Configurations and Dependencies *,"All RAPL domains enabled, ability to set VR_INTERFACE_LOCKED and PBM_DISABLE, logging infrastructure for HPM messages and status registers.",1.1.3
TCD,Negative Test: Interface Lockout and Feature Disable,description,Cross-Feature Interaction *,"Involves RAPL domains, CSR/TPMI interfaces, and aggregation logic; lockout and disable must block status updates.",1.1.3
TCD,Negative Test: Interface Lockout and Feature Disable,description,DFx Requirements *,Explicit logging and verification that status registers remain unchanged during lockout/disable scenarios.,1.1.3
TCD,Negative Test: Interface Lockout and Feature Disable,description,Negative Testing *,Attempt to modify power limits on locked/disabled interfaces and verify no status change.,1.1.3
TC,CSR Interface Lockout Verification,description,TC Description *,"With all RAPL domains enabled, lock the CSR interface for a selected domain by setting VR_INTERFACE_LOCKED. Attempt to modify the power limit for the locked domain while keeping power consumption constant. Monitor RAPL_PERF_STATUS, LEAF_PERF_STATUS, and RAPL_PERF_LIMIT for any change.",1.1.3.1
TC,CSR Interface Lockout Verification,description,Test Steps *,"1. Boot system with all RAPL domains enabled. 2. Set VR_INTERFACE_LOCKED for a selected domain. 3. Attempt to modify power limit for the locked domain. 4. Keep power consumption constant. 5. Sample and log RAPL_PERF_STATUS, LEAF_PERF_STATUS, and RAPL_PERF_LIMIT. 6. Repeat for other domains.",1.1.3.1
TC,CSR Interface Lockout Verification,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if no change is observed in RAPL_PERF_STATUS, LEAF_PERF_STATUS, or RAPL_PERF_LIMIT for the locked domain. Fail if any status register changes.",1.1.3.1
TC,CSR Interface Lockout Verification,description,Intent Verify *,Review logs for absence of status changes during interface lockout.,1.1.3.1
TC,CSR Interface Lockout Verification,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.3.1
TC,CSR Interface Lockout Verification,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, Supercollider, logging tools.",1.1.3.1
TC,CSR Interface Lockout Verification,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL support, OS kernel and drivers as per platform default.",1.1.3.1
TC,CSR Interface Lockout Verification,description,Test HW Requirements and HW Configuration *,"Platform with all RAPL domains, ability to set VR_INTERFACE_LOCKED, SoC stepping as per plan, DIMMs and PCIe devices, thermal solution, debug instrumentation.",1.1.3.1
TC,TPMI Interface Lockout Verification,description,TC Description *,"Lock the TPMI interface for a selected RAPL domain by setting the appropriate lock bit. Attempt to modify the power limit for the locked domain while keeping power consumption constant. Monitor RAPL_PERF_STATUS, LEAF_PERF_STATUS, and RAPL_PERF_LIMIT for any change.",1.1.3.2
TC,TPMI Interface Lockout Verification,description,Test Steps *,"1. Boot system with all RAPL domains enabled. 2. Set TPMI interface lock for a selected domain. 3. Attempt to modify power limit for the locked domain. 4. Keep power consumption constant. 5. Sample and log RAPL_PERF_STATUS, LEAF_PERF_STATUS, and RAPL_PERF_LIMIT. 6. Repeat for other domains.",1.1.3.2
TC,TPMI Interface Lockout Verification,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if no change is observed in RAPL_PERF_STATUS, LEAF_PERF_STATUS, or RAPL_PERF_LIMIT for the locked domain. Fail if any status register changes.",1.1.3.2
TC,TPMI Interface Lockout Verification,description,Intent Verify *,Review logs for absence of status changes during TPMI interface lockout.,1.1.3.2
TC,TPMI Interface Lockout Verification,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.3.2
TC,TPMI Interface Lockout Verification,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, Supercollider, logging tools.",1.1.3.2
TC,TPMI Interface Lockout Verification,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL support, OS kernel and drivers as per platform default.",1.1.3.2
TC,TPMI Interface Lockout Verification,description,Test HW Requirements and HW Configuration *,"Platform with all RAPL domains, ability to set TPMI interface lock, SoC stepping as per plan, DIMMs and PCIe devices, thermal solution, debug instrumentation.",1.1.3.2
TC,Feature Disable via PBM_DISABLE,description,TC Description *,"Disable the RAPL feature for a selected domain using PBM_DISABLE. Attempt to modify the power limit and monitor RAPL_PERF_STATUS, LEAF_PERF_STATUS, and RAPL_PERF_LIMIT for any change while keeping power consumption constant.",1.1.3.3
TC,Feature Disable via PBM_DISABLE,description,Test Steps *,"1. Boot system with all RAPL domains enabled. 2. Set PBM_DISABLE for a selected domain. 3. Attempt to modify power limit for the disabled domain. 4. Keep power consumption constant. 5. Sample and log RAPL_PERF_STATUS, LEAF_PERF_STATUS, and RAPL_PERF_LIMIT. 6. Repeat for other domains.",1.1.3.3
TC,Feature Disable via PBM_DISABLE,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if no change is observed in RAPL_PERF_STATUS, LEAF_PERF_STATUS, or RAPL_PERF_LIMIT for the disabled domain. Fail if any status register changes.",1.1.3.3
TC,Feature Disable via PBM_DISABLE,description,Intent Verify *,Review logs for absence of status changes during feature disable.,1.1.3.3
TC,Feature Disable via PBM_DISABLE,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.3.3
TC,Feature Disable via PBM_DISABLE,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, Supercollider, logging tools.",1.1.3.3
TC,Feature Disable via PBM_DISABLE,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL support, OS kernel and drivers as per platform default.",1.1.3.3
TC,Feature Disable via PBM_DISABLE,description,Test HW Requirements and HW Configuration *,"Platform with all RAPL domains, ability to set PBM_DISABLE, SoC stepping as per plan, DIMMs and PCIe devices, thermal solution, debug instrumentation.",1.1.3.3
TCD,Real-Time Update and Aggregation Timing: Sampling and Propagation Latency,description,Description *,Validate that LEAF_PERF_STATUS and RAPL_PERF_STATUS are updated in real time and reflect stress events within the documented slowloop/HPM message interval.,1.1.4
TCD,Real-Time Update and Aggregation Timing: Sampling and Propagation Latency,description,Algorithm of Testing *,"Configure RAPL limits, apply and remove stress workloads at random intervals, and sample status registers at high frequency to measure latency between event and counter update.",1.1.4
TCD,Real-Time Update and Aggregation Timing: Sampling and Propagation Latency,description,Randomization *,Randomly select subsets of cores/memory channels and randomize stress event timing (sub-millisecond to several milliseconds).,1.1.4
TCD,Real-Time Update and Aggregation Timing: Sampling and Propagation Latency,description,Required Configurations and Dependencies *,"All RAPL domains enabled, high-frequency sampling infrastructure, logging tools for HPM messages and status registers.",1.1.4
TCD,Real-Time Update and Aggregation Timing: Sampling and Propagation Latency,description,Cross-Feature Interaction *,"Involves RAPL domains, CBBs, IMHs, and HPM message propagation; aggregation and update timing are validated.",1.1.4
TCD,Real-Time Update and Aggregation Timing: Sampling and Propagation Latency,description,DFx Requirements *,"Explicit measurement of latency between stress event and counter update, verification against slowloop interval.",1.1.4
TC,Stress Event Onset to Counter Update Latency,description,TC Description *,Configure RAPL limits to allow rapid triggering of stress events. Randomly apply stress to subsets of cores/memory channels at sub-millisecond to several millisecond intervals. Sample LEAF_PERF_STATUS and RAPL_PERF_STATUS at intervals less than 1ms. Measure and log the time between stress onset and the first observed increment in status counters.,1.1.4.1
TC,Stress Event Onset to Counter Update Latency,description,Test Steps *,1. Boot system with all RAPL domains enabled. 2. Set power limits for rapid stress triggering. 3. Randomly select cores/memory channels and apply stress at random intervals. 4. Sample and log status registers at &lt;1ms intervals. 5. Measure latency from stress onset to counter increment. 6. Repeat for multiple iterations.,1.1.4.1
TC,Stress Event Onset to Counter Update Latency,description,Pass/Fail Criteria &amp; HW Errors *,Pass if latency is within the documented slowloop/HPM message interval (&lt;1ms). Fail if latency exceeds this interval or increments are missed.,1.1.4.1
TC,Stress Event Onset to Counter Update Latency,description,Intent Verify *,Analyze logs for latency measurements and confirm compliance with timing requirements.,1.1.4.1
TC,Stress Event Onset to Counter Update Latency,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for timing validation.",1.1.4.1
TC,Stress Event Onset to Counter Update Latency,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, Supercollider, high-frequency logging tools.",1.1.4.1
TC,Stress Event Onset to Counter Update Latency,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL support, OS kernel and drivers as per platform default.",1.1.4.1
TC,Stress Event Onset to Counter Update Latency,description,Test HW Requirements and HW Configuration *,"Platform with all RAPL domains, high-frequency sampling capability, SoC stepping as per plan, DIMMs and PCIe devices, thermal solution, debug instrumentation.",1.1.4.1
TC,Stress Event Removal to Counter Stability Latency,description,TC Description *,"After applying stress and observing counter increments, remove stress workloads at random intervals. Continue sampling LEAF_PERF_STATUS and RAPL_PERF_STATUS at &lt;1ms intervals. Measure and log the time between stress removal and the cessation of counter increments.",1.1.4.2
TC,Stress Event Removal to Counter Stability Latency,description,Test Steps *,1. Apply stress as in previous TC and observe counter increments. 2. Remove stress at random intervals. 3. Continue sampling and logging status registers. 4. Measure latency from stress removal to counter stability. 5. Repeat for multiple iterations.,1.1.4.2
TC,Stress Event Removal to Counter Stability Latency,description,Pass/Fail Criteria &amp; HW Errors *,Pass if counters stop incrementing within the documented slowloop/HPM message interval after stress removal. Fail if latency exceeds this interval or counters continue to increment.,1.1.4.2
TC,Stress Event Removal to Counter Stability Latency,description,Intent Verify *,Analyze logs for latency measurements and confirm counters stabilize as expected.,1.1.4.2
TC,Stress Event Removal to Counter Stability Latency,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.4.2
TC,Stress Event Removal to Counter Stability Latency,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, Supercollider, high-frequency logging tools.",1.1.4.2
TC,Stress Event Removal to Counter Stability Latency,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL support, OS kernel and drivers as per platform default.",1.1.4.2
TC,Stress Event Removal to Counter Stability Latency,description,Test HW Requirements and HW Configuration *,"Platform with all RAPL domains, high-frequency sampling capability, SoC stepping as per plan, DIMMs and PCIe devices, thermal solution, debug instrumentation.",1.1.4.2
TC,Missed or Delayed Increment Detection,description,TC Description *,"During repeated application and removal of stress at random intervals, monitor for any missed or delayed increments in LEAF_PERF_STATUS and RAPL_PERF_STATUS. Compare event timing to counter updates to detect any lag or missed events.",1.1.4.3
TC,Missed or Delayed Increment Detection,description,Test Steps *,1. Randomly apply and remove stress as in previous TCs. 2. Continuously sample and log status registers at &lt;1ms intervals. 3. Compare stress event timing to counter updates. 4. Identify any missed or delayed increments.,1.1.4.3
TC,Missed or Delayed Increment Detection,description,Pass/Fail Criteria &amp; HW Errors *,Pass if all increments occur within the expected interval and no events are missed. Fail if any increments are delayed or missed.,1.1.4.3
TC,Missed or Delayed Increment Detection,description,Intent Verify *,Review logs for completeness and timing of counter updates.,1.1.4.3
TC,Missed or Delayed Increment Detection,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.4.3
TC,Missed or Delayed Increment Detection,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, Supercollider, high-frequency logging tools.",1.1.4.3
