hierarchy,title,field,subsection title,subsection content,record_id
TC,Maximize RAPL Limits and Disable FastRAPL Under Extreme Workload,description,Ecosystem SW *,"Test Requirements: BIOS with unlocked CSR/TPMI, default OS kernel and scheduler, all relevant drivers loaded, and no power management overrides.",1.1.1.1
TC,Maximize RAPL Limits and Disable FastRAPL Under Extreme Workload,description,Test HW Requirements and HW Configuration *,"Platform with supported SoC stepping, full DIMM population, PCIe devices as required, VR and PSU instrumentation for power measurement, and thermal solution capable of handling maximum TDP.",1.1.1.1
TC,"Disable PL2 and FastRAPL, Observe Hardware Throttling",description,TC Description *,"With system running at maximum workload, dynamically disable PL2 and FastRAPL via CSR/TPMI and mailbox command. Continue to apply the synthetic workload and monitor for hardware-level throttling via PROCHOT/PMAX and IO_THERM_INDICATIONS.FAST_RAPL_THROTTLE[22]. Collect IMON and RAPL status data to verify system response.",1.1.1.2
TC,"Disable PL2 and FastRAPL, Observe Hardware Throttling",description,Test Steps *,"1. Boot system and configure PL1/PL2 to maximum. 2. Start synthetic workload. 3. Disable PL2 via CSR/TPMI. 4. Disable FastRAPL via mailbox command. 5. Monitor IMON, RAPL energy status, RAPL_perf_status, and IO_THERM_INDICATIONS.FAST_RAPL_THROTTLE[22]. 6. Check for assertion of PROCHOT/PMAX. 7. End test and collect all logs.",1.1.1.2
TC,"Disable PL2 and FastRAPL, Observe Hardware Throttling",description,Pass/Fail Criteria &amp; HW Errors *,Pass if system throttles via hardware mechanisms when limits are disabled and does not exceed platform constraints. Fail if system does not throttle or experiences instability.,1.1.1.2
TC,"Disable PL2 and FastRAPL, Observe Hardware Throttling",description,Intent Verify *,"Use IMON, RAPL energy status, and IO_THERM_INDICATIONS.FAST_RAPL_THROTTLE[22] to confirm hardware throttling is engaged.",1.1.1.2
TC,"Disable PL2 and FastRAPL, Observe Hardware Throttling",description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for thermal and power events.",1.1.1.2
TC,"Disable PL2 and FastRAPL, Observe Hardware Throttling",description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, synthetic workload generator.",1.1.1.2
TC,"Disable PL2 and FastRAPL, Observe Hardware Throttling",description,Ecosystem SW *,"Test Requirements: BIOS with unlocked CSR/TPMI, default OS and drivers.",1.1.1.2
TC,"Disable PL2 and FastRAPL, Observe Hardware Throttling",description,Test HW Requirements and HW Configuration *,"Platform with full power and thermal instrumentation, SoC at supported stepping, and maximum TDP thermal solution.",1.1.1.2
TC,Monitor RAPL_perf_status and Performance Degradation During Throttling,description,TC Description *,"During sustained maximum workload with RAPL limits disabled, monitor RAPL_perf_status to track any performance degradation due to hardware throttling. Correlate RAPL_perf_status increments with IMON and throttle signal assertions.",1.1.1.3
TC,Monitor RAPL_perf_status and Performance Degradation During Throttling,description,Test Steps *,"1. Boot system and configure as in previous TCs. 2. Apply maximum workload. 3. Disable PL2 and FastRAPL. 4. Continuously read RAPL_perf_status and IMON. 5. Log any assertion of IO_THERM_INDICATIONS.FAST_RAPL_THROTTLE[22], PROCHOT, or PMAX. 6. After test, analyze RAPL_perf_status increments and correlate with throttle events.",1.1.1.3
TC,Monitor RAPL_perf_status and Performance Degradation During Throttling,description,Pass/Fail Criteria &amp; HW Errors *,Pass if RAPL_perf_status reflects performance degradation only when hardware throttling is asserted and system remains stable. Fail if RAPL_perf_status does not increment during throttling or system is unstable.,1.1.1.3
TC,Monitor RAPL_perf_status and Performance Degradation During Throttling,description,Intent Verify *,Use RAPL_perf_status logs and throttle signal monitoring to confirm correct performance reporting.,1.1.1.3
TC,Monitor RAPL_perf_status and Performance Degradation During Throttling,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for performance and power.",1.1.1.3
TC,Monitor RAPL_perf_status and Performance Degradation During Throttling,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, synthetic workload generator.",1.1.1.3
TC,Monitor RAPL_perf_status and Performance Degradation During Throttling,description,Ecosystem SW *,"Test Requirements: BIOS with unlocked CSR/TPMI, default OS and drivers.",1.1.1.3
TC,Monitor RAPL_perf_status and Performance Degradation During Throttling,description,Test HW Requirements and HW Configuration *,"Platform with full power and thermal instrumentation, SoC at supported stepping, and maximum TDP thermal solution.",1.1.1.3
TCD,Boundary and Negative Test: Locked Register Modification Attempt,description,Description *,"This test validates that power limit registers cannot be modified when the lock bit is set, ensuring platform power integrity.",1.1.2
TCD,Boundary and Negative Test: Locked Register Modification Attempt,description,Algorithm of Testing *,"Lock the relevant CSR or TPMI register, attempt to modify power limits via in-band agent, and verify no changes occur.",1.1.2
TCD,Boundary and Negative Test: Locked Register Modification Attempt,description,Randomization *,No randomization; test uses fixed lock and modification attempt.,1.1.2
TCD,Boundary and Negative Test: Locked Register Modification Attempt,description,Required Configurations and Dependencies *,"Requires BIOS/CSR interface with lock capability, in-band agent for register access, and monitoring tools for RAPL_perf_status and power consumption.",1.1.2
TCD,Boundary and Negative Test: Locked Register Modification Attempt,description,Cross-Feature Interaction *,"Involves BIOS/CSR, TPMI, RAPL, and in-band software agents.",1.1.2
TCD,Boundary and Negative Test: Locked Register Modification Attempt,description,DFx Requirements *,"Observability via register readback, RAPL_perf_status, and power monitoring.",1.1.2
TC,Attempt Register Modification After Lock Bit Set,description,TC Description *,Set the lock bit in the relevant CSR or TPMI register to lock power limit fields. Attempt to modify PL1/PL2 via in-band agent (OS driver or user application). Read back power limit and lock bit fields to verify no change. Monitor RAPL_perf_status and system power consumption to confirm no impact.,1.1.2.1
TC,Attempt Register Modification After Lock Bit Set,description,Test Steps *,1. Boot system and set lock bit in CSR or TPMI register. 2. Attempt to write new value to PL1/PL2 via in-band agent. 3. Read back power limit and lock bit fields. 4. Monitor RAPL_perf_status and system power consumption. 5. Collect logs for analysis.,1.1.2.1
TC,Attempt Register Modification After Lock Bit Set,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if register write is ignored, power limit and lock bit remain unchanged, RAPL_perf_status does not change, and power consumption is stable. Fail if any field changes or system behavior is affected.",1.1.2.1
TC,Attempt Register Modification After Lock Bit Set,description,Intent Verify *,"Use register readback, RAPL_perf_status, and power monitoring logs to confirm no modification occurred.",1.1.2.1
TC,Attempt Register Modification After Lock Bit Set,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.2.1
TC,Attempt Register Modification After Lock Bit Set,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PythonSV for register access, PMON for power monitoring.",1.1.2.1
TC,Attempt Register Modification After Lock Bit Set,description,Ecosystem SW *,"Test Requirements: BIOS with lock capability, default OS and drivers.",1.1.2.1
TC,Attempt Register Modification After Lock Bit Set,description,Test HW Requirements and HW Configuration *,"Platform with supported SoC, power monitoring instrumentation.",1.1.2.1
TC,Negative Test: Attempt Multiple Writes to Locked Register,description,TC Description *,"After setting the lock bit, attempt multiple consecutive writes to the power limit register via different in-band agents. Read back the register after each attempt to verify no changes. Monitor RAPL_perf_status and system power.",1.1.2.2
TC,Negative Test: Attempt Multiple Writes to Locked Register,description,Test Steps *,"1. Set lock bit in CSR or TPMI register. 2. Attempt multiple writes to PL1/PL2 via different in-band agents. 3. After each write, read back power limit and lock bit fields. 4. Monitor RAPL_perf_status and power consumption. 5. Collect and analyze logs.",1.1.2.2
TC,Negative Test: Attempt Multiple Writes to Locked Register,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if all writes are ignored, fields remain unchanged, and system behavior is unaffected. Fail if any write succeeds or system is impacted.",1.1.2.2
TC,Negative Test: Attempt Multiple Writes to Locked Register,description,Intent Verify *,Confirm via register readback and monitoring tools that no changes occur.,1.1.2.2
TC,Negative Test: Attempt Multiple Writes to Locked Register,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.2.2
TC,Negative Test: Attempt Multiple Writes to Locked Register,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PythonSV, PMON.",1.1.2.2
TC,Negative Test: Attempt Multiple Writes to Locked Register,description,Ecosystem SW *,"Test Requirements: BIOS with lock capability, default OS and drivers.",1.1.2.2
TC,Negative Test: Attempt Multiple Writes to Locked Register,description,Test HW Requirements and HW Configuration *,"Platform with supported SoC, power monitoring instrumentation.",1.1.2.2
TC,Monitor RAPL_perf_status During Locked Register Modification Attempt,description,TC Description *,"With lock bit set, attempt to modify power limits and monitor RAPL_perf_status for any unexpected changes. Correlate RAPL_perf_status with attempted writes and system power consumption.",1.1.2.3
TC,Monitor RAPL_perf_status During Locked Register Modification Attempt,description,Test Steps *,1. Set lock bit in CSR or TPMI register. 2. Attempt to modify power limits via in-band agent. 3. Continuously monitor RAPL_perf_status and power consumption during and after attempts. 4. Collect logs for analysis.,1.1.2.3
TC,Monitor RAPL_perf_status During Locked Register Modification Attempt,description,Pass/Fail Criteria &amp; HW Errors *,Pass if RAPL_perf_status remains unchanged and system power is stable. Fail if RAPL_perf_status increments or power behavior changes.,1.1.2.3
TC,Monitor RAPL_perf_status During Locked Register Modification Attempt,description,Intent Verify *,Use RAPL_perf_status and power logs to confirm no impact from modification attempts.,1.1.2.3
TC,Monitor RAPL_perf_status During Locked Register Modification Attempt,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.2.3
TC,Monitor RAPL_perf_status During Locked Register Modification Attempt,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PythonSV, PMON.",1.1.2.3
TC,Monitor RAPL_perf_status During Locked Register Modification Attempt,description,Ecosystem SW *,"Test Requirements: BIOS with lock capability, default OS and drivers.",1.1.2.3
TC,Monitor RAPL_perf_status During Locked Register Modification Attempt,description,Test HW Requirements and HW Configuration *,"Platform with supported SoC, power monitoring instrumentation.",1.1.2.3
TCD,Negative Test: Attempt to Disable Always-Active PL1 Limit,description,Description *,This test validates that attempts to disable the always-active PL1 power limit are ignored and PL1 enforcement remains in effect.,1.1.3
TCD,Negative Test: Attempt to Disable Always-Active PL1 Limit,description,Algorithm of Testing *,Attempt to disable PL1 by writing 0 to PWR_LIM_EN field and verify PL1 remains active and system power stays within TDP.,1.1.3
TCD,Negative Test: Attempt to Disable Always-Active PL1 Limit,description,Randomization *,No randomization; test uses fixed disable attempt.,1.1.3
TCD,Negative Test: Attempt to Disable Always-Active PL1 Limit,description,Required Configurations and Dependencies *,"Requires access to PL1 control register via CSR, TPMI, or MSR, and monitoring tools for power and RAPL_perf_status.",1.1.3
TCD,Negative Test: Attempt to Disable Always-Active PL1 Limit,description,Cross-Feature Interaction *,"Involves RAPL, PL1 enforcement, and system power management.",1.1.3
TCD,Negative Test: Attempt to Disable Always-Active PL1 Limit,description,DFx Requirements *,"Observability via register readback, RAPL_perf_status, and power monitoring.",1.1.3
TC,Attempt to Disable PL1 Limit via Supported Interface,description,TC Description *,"With system running default RAPL configuration, attempt to disable PL1 by writing 0 to PWR_LIM_EN field in the PL1 control register via CSR, TPMI, or MSR. Read back PWR_LIM_EN to verify PL1 remains enabled. Monitor system power consumption and RAPL_perf_status for any changes.",1.1.3.1
TC,Attempt to Disable PL1 Limit via Supported Interface,description,Test Steps *,1. Boot system with default RAPL configuration. 2. Attempt to write 0 to PWR_LIM_EN field in PL1 control register via supported interface. 3. Read back PWR_LIM_EN field. 4. Monitor system power consumption and RAPL_perf_status. 5. Collect logs for analysis.,1.1.3.1
TC,Attempt to Disable PL1 Limit via Supported Interface,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if PL1 remains active, PWR_LIM_EN field is unchanged, system power stays within TDP, and RAPL_perf_status reflects PL1 enforcement. Fail if PL1 is disabled or system exceeds TDP.",1.1.3.1
TC,Attempt to Disable PL1 Limit via Supported Interface,description,Intent Verify *,"Use register readback, power monitoring, and RAPL_perf_status logs to confirm PL1 enforcement.",1.1.3.1
TC,Attempt to Disable PL1 Limit via Supported Interface,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.3.1
TC,Attempt to Disable PL1 Limit via Supported Interface,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PythonSV, PMON.",1.1.3.1
TC,Attempt to Disable PL1 Limit via Supported Interface,description,Ecosystem SW *,"Test Requirements: BIOS with default RAPL configuration, default OS and drivers.",1.1.3.1
TC,Attempt to Disable PL1 Limit via Supported Interface,description,Test HW Requirements and HW Configuration *,"Platform with supported SoC, power monitoring instrumentation.",1.1.3.1
TC,Negative Test: Attempt Multiple PL1 Disable Writes,description,TC Description *,"Attempt to disable PL1 by writing 0 to PWR_LIM_EN field multiple times via different supported interfaces (CSR, TPMI, MSR). After each attempt, read back PWR_LIM_EN and monitor system power and RAPL_perf_status.",1.1.3.2
TC,Negative Test: Attempt Multiple PL1 Disable Writes,description,Test Steps *,"1. Boot system with default RAPL configuration. 2. Attempt to write 0 to PWR_LIM_EN via CSR, TPMI, and MSR sequentially. 3. After each attempt, read back PWR_LIM_EN. 4. Monitor system power and RAPL_perf_status. 5. Collect and analyze logs.",1.1.3.2
TC,Negative Test: Attempt Multiple PL1 Disable Writes,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if all disable attempts are ignored, PL1 remains active, and system power stays within TDP. Fail if any attempt disables PL1 or system exceeds TDP.",1.1.3.2
TC,Negative Test: Attempt Multiple PL1 Disable Writes,description,Intent Verify *,Confirm via register readback and monitoring tools that PL1 remains enforced.,1.1.3.2
TC,Negative Test: Attempt Multiple PL1 Disable Writes,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.3.2
TC,Negative Test: Attempt Multiple PL1 Disable Writes,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PythonSV, PMON.",1.1.3.2
TC,Negative Test: Attempt Multiple PL1 Disable Writes,description,Ecosystem SW *,"Test Requirements: BIOS with default RAPL configuration, default OS and drivers.",1.1.3.2
TC,Negative Test: Attempt Multiple PL1 Disable Writes,description,Test HW Requirements and HW Configuration *,"Platform with supported SoC, power monitoring instrumentation.",1.1.3.2
TC,Monitor RAPL_perf_status During PL1 Disable Attempt,description,TC Description *,Attempt to disable PL1 and monitor RAPL_perf_status for any changes. Correlate RAPL_perf_status with attempted writes and system power consumption to verify PL1 enforcement.,1.1.3.3
TC,Monitor RAPL_perf_status During PL1 Disable Attempt,description,Test Steps *,1. Boot system with default RAPL configuration. 2. Attempt to disable PL1 via supported interface. 3. Continuously monitor RAPL_perf_status and power consumption during and after attempts. 4. Collect logs for analysis.,1.1.3.3
TC,Monitor RAPL_perf_status During PL1 Disable Attempt,description,Pass/Fail Criteria &amp; HW Errors *,Pass if RAPL_perf_status reflects PL1 enforcement and system power remains within TDP. Fail if RAPL_perf_status does not reflect enforcement or system exceeds TDP.,1.1.3.3
TC,Monitor RAPL_perf_status During PL1 Disable Attempt,description,Intent Verify *,Use RAPL_perf_status and power logs to confirm PL1 enforcement.,1.1.3.3
TC,Monitor RAPL_perf_status During PL1 Disable Attempt,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.3.3
TC,Monitor RAPL_perf_status During PL1 Disable Attempt,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PythonSV, PMON.",1.1.3.3
TC,Monitor RAPL_perf_status During PL1 Disable Attempt,description,Ecosystem SW *,"Test Requirements: BIOS with default RAPL configuration, default OS and drivers.",1.1.3.3
TC,Monitor RAPL_perf_status During PL1 Disable Attempt,description,Test HW Requirements and HW Configuration *,"Platform with supported SoC, power monitoring instrumentation.",1.1.3.3
TCD,Stress and Boundary Test: Rapid Dynamic Power Limit Changes,description,Description *,This test validates system stability and enforcement of RAPL limits during rapid and dynamic changes to PL1 and PL2 under varying workloads.,1.1.4
TCD,Stress and Boundary Test: Rapid Dynamic Power Limit Changes,description,Algorithm of Testing *,"With RAPL limits enabled and not locked, apply a pseudo-random workload and rapidly change PL1/PL2 and time windows within legal ranges at 1ms intervals via TPMI or CSR.",1.1.4
TCD,Stress and Boundary Test: Rapid Dynamic Power Limit Changes,description,Randomization *,Workload pattern and power limit/time window values are varied pseudo-randomly within legal ranges.,1.1.4
TCD,Stress and Boundary Test: Rapid Dynamic Power Limit Changes,description,Required Configurations and Dependencies *,"Requires RAPL limits enabled and not locked, access to TPMI or CSR, and tools for workload generation and monitoring.",1.1.4
TCD,Stress and Boundary Test: Rapid Dynamic Power Limit Changes,description,Cross-Feature Interaction *,"Involves RAPL, PL1/PL2, frequency scaling, and chiplet communication.",1.1.4
TCD,Stress and Boundary Test: Rapid Dynamic Power Limit Changes,description,DFx Requirements *,"Observability via IMON, RAPL energy status, RAPL_perf_status, and frequency scaling parameters.",1.1.4
TC,Rapid Dynamic PL1/PL2 Changes Under Varying Workload,description,TC Description *,"With RAPL limits enabled and not locked, apply a workload that alternates between idle and maximum utilization in a pseudo-random pattern. Rapidly change PL1 and PL2 power limits and time windows within legal ranges via TPMI or CSR at intervals of 1ms or less. Monitor system power consumption, RAPL energy status, RAPL_perf_status, and frequency scaling parameters sent to chiplet.",1.1.4.1
TC,Rapid Dynamic PL1/PL2 Changes Under Varying Workload,description,Test Steps *,"1. Boot system with RAPL limits enabled and not locked. 2. Start pseudo-random workload generator. 3. At 1ms intervals or less, change PL1/PL2 and time windows within legal ranges via TPMI or CSR. 4. Continuously monitor IMON, RAPL energy status, RAPL_perf_status, and frequency scaling parameters. 5. Collect logs for analysis.",1.1.4.1
TC,Rapid Dynamic PL1/PL2 Changes Under Varying Workload,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if system tracks the most restrictive limit, maintains stability, and enforces limits without exceeding programmed values. Fail if system exceeds limits, becomes unstable, or does not enforce the most restrictive limit.",1.1.4.1
TC,Rapid Dynamic PL1/PL2 Changes Under Varying Workload,description,Intent Verify *,"Use IMON, RAPL energy status, RAPL_perf_status, and frequency scaling logs to confirm correct enforcement and stability.",1.1.4.1
TC,Rapid Dynamic PL1/PL2 Changes Under Varying Workload,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.4.1
TC,Rapid Dynamic PL1/PL2 Changes Under Varying Workload,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, pseudo-random workload generator.",1.1.4.1
TC,Rapid Dynamic PL1/PL2 Changes Under Varying Workload,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL enabled and not locked, default OS and drivers.",1.1.4.1
TC,Rapid Dynamic PL1/PL2 Changes Under Varying Workload,description,Test HW Requirements and HW Configuration *,"Platform with supported SoC, power and frequency monitoring instrumentation.",1.1.4.1
TC,Monitor Frequency Scaling Response to Rapid RAPL Changes,description,TC Description *,"During rapid dynamic changes to PL1/PL2 and time windows, monitor the frequency scaling parameter sent to chiplet by Primecode every 1ms. Verify that frequency scaling adjusts according to the most restrictive RAPL limit and workload demand.",1.1.4.2
TC,Monitor Frequency Scaling Response to Rapid RAPL Changes,description,Test Steps *,1. Configure system as in previous TC. 2. Apply rapid PL1/PL2 changes and pseudo-random workload. 3. Monitor frequency scaling parameter sent to chiplet. 4. Correlate frequency scaling changes with RAPL limit updates and workload transitions. 5. Collect and analyze logs.,1.1.4.2
TC,Monitor Frequency Scaling Response to Rapid RAPL Changes,description,Pass/Fail Criteria &amp; HW Errors *,Pass if frequency scaling parameter adjusts as expected and system remains stable. Fail if frequency scaling does not respond or system is unstable.,1.1.4.2
TC,Monitor Frequency Scaling Response to Rapid RAPL Changes,description,Intent Verify *,Use frequency scaling logs and workload correlation to confirm correct behavior.,1.1.4.2
TC,Monitor Frequency Scaling Response to Rapid RAPL Changes,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.4.2
TC,Monitor Frequency Scaling Response to Rapid RAPL Changes,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, workload generator.",1.1.4.2
TC,Monitor Frequency Scaling Response to Rapid RAPL Changes,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL enabled and not locked, default OS and drivers.",1.1.4.2
TC,Monitor Frequency Scaling Response to Rapid RAPL Changes,description,Test HW Requirements and HW Configuration *,"Platform with supported SoC, frequency monitoring instrumentation.",1.1.4.2
TC,Verify RAPL_perf_status and Power Enforcement During Rapid Changes,description,TC Description *,"While rapidly changing PL1/PL2 and time windows, monitor RAPL_perf_status and system power consumption to verify that performance impact is correctly reported and power limits are enforced at all times.",1.1.4.3
TC,Verify RAPL_perf_status and Power Enforcement During Rapid Changes,description,Test Steps *,1. Configure system as in previous TCs. 2. Apply rapid PL1/PL2 changes and pseudo-random workload. 3. Continuously monitor RAPL_perf_status and IMON. 4. Correlate RAPL_perf_status increments with power limit changes and workload transitions. 5. Collect logs for analysis.,1.1.4.3
TC,Verify RAPL_perf_status and Power Enforcement During Rapid Changes,description,Pass/Fail Criteria &amp; HW Errors *,Pass if RAPL_perf_status reflects performance impact only when limits are enforced and system power does not exceed programmed values. Fail if RAPL_perf_status does not reflect enforcement or system exceeds limits.,1.1.4.3
TC,Verify RAPL_perf_status and Power Enforcement During Rapid Changes,description,Intent Verify *,Use RAPL_perf_status and power logs to confirm correct enforcement and reporting.,1.1.4.3
TC,Verify RAPL_perf_status and Power Enforcement During Rapid Changes,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.4.3
TC,Verify RAPL_perf_status and Power Enforcement During Rapid Changes,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, workload generator.",1.1.4.3
TC,Verify RAPL_perf_status and Power Enforcement During Rapid Changes,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL enabled and not locked, default OS and drivers.",1.1.4.3
