hierarchy,title,field,subsection title,subsection content,record_id
TC,Simultaneous Overlapping ICCP License Requests Arbitration,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if the maximum requested license is always granted, only the dominant license is applied, and no deadlock or starvation occurs. Fail if a lower license is granted when a higher is requested, if both licenses are granted, or if deadlock/starvation is observed. HW errors include missed grants, incorrect GV CTRL state, or dropped requests outside the hysteresis window.",1.1.1.1
TC,Simultaneous Overlapping ICCP License Requests Arbitration,description,Intent Verify *,Use Visa and PMON to sample ICCPU2CGrantLicenseMnnnH and GV CTRL registers. Check logs for arbitration results and absence of deadlock/starvation.,1.1.1.1
TC,Simultaneous Overlapping ICCP License Requests Arbitration,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for ICCP arbitration and grant logic.",1.1.1.1
TC,Simultaneous Overlapping ICCP License Requests Arbitration,description,Validation SW *,"Tool and Content Requirements: Use OSBV/SVOS with latest validation stack, PMON for register sampling, Perspec for scenario generation, PythonSV for scripting, and Supercollider for stress. Map OS-level utilities for concurrency and register checks.",1.1.1.1
TC,Simultaneous Overlapping ICCP License Requests Arbitration,description,Ecosystem SW *,"Test Requirements: BIOS with ICCP arbitration support, correct OS kernel and scheduler settings, validated PCIe/storage/graphics drivers, and required registry keys for ICCP observability.",1.1.1.1
TC,Simultaneous Overlapping ICCP License Requests Arbitration,description,Test HW Requirements and HW Configuration *,"Platform with two active cores, correct SoC stepping, full DIMM and PCIe population, thermal solution, debug instrumentation, and power measurement setup.",1.1.1.1
TC,Conflicting ICCP License Requests with Hysteresis Window,description,TC Description *,"This test issues ICCP license requests from both cores with conflicting values, focusing on scenarios where a lower request is made shortly after a higher one, within the hysteresis window. The test verifies that the arbitration logic does not grant the lower license until the hysteresis condition is met and that only the dominant license is applied.",1.1.1.2
TC,Conflicting ICCP License Requests with Hysteresis Window,description,Test Steps *,"1. Activate both cores and ensure they are out of C6. 2. Core0 issues a high ICCP license request (e.g., License=4), Core1 issues a lower request (e.g., License=2) within the hysteresis window. 3. Set Valid=1 for both requests. 4. Monitor ICCPU2CGrantLicenseMnnnH and GV CTRL for grant behavior. 5. Repeat with varying timing and value combinations to cover hysteresis logic. 6. Log arbitration and grant timing.",1.1.1.2
TC,Conflicting ICCP License Requests with Hysteresis Window,description,Pass/Fail Criteria &amp; HW Errors *,Pass if the lower license is not granted until the hysteresis window expires and only the dominant license is applied. Fail if the lower license is granted prematurely or both licenses are granted. HW errors include incorrect hysteresis handling or grant timing.,1.1.1.2
TC,Conflicting ICCP License Requests with Hysteresis Window,description,Intent Verify *,Use PMON and Visa to monitor grant signals and GV CTRL. Analyze logs for correct hysteresis behavior.,1.1.1.2
TC,Conflicting ICCP License Requests with Hysteresis Window,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for hysteresis and arbitration timing.",1.1.1.2
TC,Conflicting ICCP License Requests with Hysteresis Window,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec, PythonSV, Supercollider. Use concurrency and timing utilities for hysteresis coverage.",1.1.1.2
TC,Conflicting ICCP License Requests with Hysteresis Window,description,Ecosystem SW *,"Test Requirements: BIOS with hysteresis logic enabled, OS kernel and scheduler settings, validated drivers, and registry keys for grant timing.",1.1.1.2
TC,Conflicting ICCP License Requests with Hysteresis Window,description,Test HW Requirements and HW Configuration *,"Two-core platform, correct SoC stepping, full DIMM/PCIe, thermal solution, debug and power measurement setup.",1.1.1.2
TC,No Deadlock or Starvation under Rapid ICCP Requests,description,TC Description *,"This test rapidly issues ICCP license requests from both cores with randomized values and timing to stress the arbitration logic. It verifies that the system does not enter deadlock or starvation, and that all requests are eventually processed according to the arbitration rules.",1.1.1.3
TC,No Deadlock or Starvation under Rapid ICCP Requests,description,Test Steps *,"1. Ensure both cores are active and out of C6. 2. Rapidly and repeatedly randomize ICCP[3:0] values and Valid signals for both cores. 3. Monitor ICCPU2CGrantLicenseMnnnH and GV CTRL for grant behavior and request processing. 4. Check for any unprocessed requests, deadlock, or starvation. 5. Repeat for extended cycles to ensure robustness.",1.1.1.3
TC,No Deadlock or Starvation under Rapid ICCP Requests,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if all requests are eventually processed, no deadlock or starvation occurs, and arbitration always grants the maximum requested license. Fail if requests are lost, deadlock/starvation is observed, or incorrect grants occur. HW errors include missed grants or stuck arbitration.",1.1.1.3
TC,No Deadlock or Starvation under Rapid ICCP Requests,description,Intent Verify *,"Use Visa, PMON, and logs to monitor request and grant signals, arbitration state, and system liveness.",1.1.1.3
TC,No Deadlock or Starvation under Rapid ICCP Requests,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for request/grant liveness.",1.1.1.3
TC,No Deadlock or Starvation under Rapid ICCP Requests,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec, PythonSV, Supercollider. Use stress and concurrency tools for rapid request generation.",1.1.1.3
TC,No Deadlock or Starvation under Rapid ICCP Requests,description,Ecosystem SW *,"Test Requirements: BIOS with arbitration and liveness support, OS kernel and scheduler settings, validated drivers, registry keys for stress testing.",1.1.1.3
TC,No Deadlock or Starvation under Rapid ICCP Requests,description,Test HW Requirements and HW Configuration *,"Two-core platform, correct SoC stepping, full DIMM/PCIe, thermal solution, debug and power measurement setup.",1.1.1.3
TCD,Synchronized Safe Transition and Work-Point Application on License Change,description,Description *,"Validate that ICCP license changes trigger safe and synchronized work-point transitions, with correct AGV and grant sequencing for both up and down transitions.",1.1.2
TCD,Synchronized Safe Transition and Work-Point Application on License Change,description,Algorithm of Testing *,"Randomly trigger ICCP license changes from one or both cores, ensuring correct sequencing of AGV and grant signals, and monitoring work-point application.",1.1.2
TCD,Synchronized Safe Transition and Work-Point Application on License Change,description,Randomization *,"Randomize license change direction (up/down), core selection, and ICCP[3:0] values for each transition.",1.1.2
TCD,Synchronized Safe Transition and Work-Point Application on License Change,description,Required Configurations and Dependencies *,"Both cores active with valid work-points, GV CTRL not in GO Inc/Dec phase, Rcsm/Dispatcher ready, and Acode WP calculation available.",1.1.2
TCD,Synchronized Safe Transition and Work-Point Application on License Change,description,Cross-Feature Interaction *,"Involves cores, PMA, GV CTRL, AGV, TADREG, and Acode for work-point calculation and transition sequencing.",1.1.2
TCD,Synchronized Safe Transition and Work-Point Application on License Change,description,DFx Requirements *,"Ensure atomicity and synchronization of transitions, monitor for unsafe or intermediate states, and validate correct grant and AGV order.",1.1.2
TC,ICCP License Up Transition with Safe AGV Sequencing,description,TC Description *,"This test triggers an ICCP license up request from one core, ensuring that the AGV (voltage/frequency up) transition is completed before the license grant is sent. The test verifies that the correct work-point is applied atomically and that no unsafe or intermediate state is observed.",1.1.2.1
TC,ICCP License Up Transition with Safe AGV Sequencing,description,Test Steps *,"1. Ensure both cores are active with valid work-points. 2. Confirm GV CTRL is not in GO Inc/Dec phase (GoIncDecPhaseX4H==0) and Rcsm/Dispatcher is ready (AgvRCSMReadyX4H=1). 3. Randomly select a core and issue an ICCP license up request (C2PmICCPRequestMXnnnH.Valid=1, ICCP[3:0] incremented). 4. Simulate Acode WP calculation if needed. 5. Monitor AGV command issuance, WP selection, and timing of ICCPU2CGrantLicenseMnnnH grant relative to AGV. 6. Log the sequence and check for atomic application.",1.1.2.1
TC,ICCP License Up Transition with Safe AGV Sequencing,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if AGV transition completes before the grant is sent, the correct work-point is applied atomically, and no unsafe/intermediate state is observed. Fail if grant is sent before AGV or if an unsafe state occurs. HW errors include incorrect sequencing or partial WP application.",1.1.2.1
TC,ICCP License Up Transition with Safe AGV Sequencing,description,Intent Verify *,"Use Visa and PMON to monitor AGV, grant, and WP registers. Analyze logs for correct sequencing and atomicity.",1.1.2.1
TC,ICCP License Up Transition with Safe AGV Sequencing,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for AGV and grant sequencing.",1.1.2.1
TC,ICCP License Up Transition with Safe AGV Sequencing,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec, PythonSV, Supercollider. Use scenario generation and register monitoring tools.",1.1.2.1
TC,ICCP License Up Transition with Safe AGV Sequencing,description,Ecosystem SW *,"Test Requirements: BIOS with AGV and grant sequencing support, OS kernel and scheduler settings, validated drivers, registry keys for WP and AGV observability.",1.1.2.1
TC,ICCP License Up Transition with Safe AGV Sequencing,description,Test HW Requirements and HW Configuration *,"Platform with two active cores, correct SoC stepping, full DIMM/PCIe, thermal solution, debug instrumentation, and power measurement setup.",1.1.2.1
TC,ICCP License Down Transition with Safe Grant and AGV Order,description,TC Description *,"This test triggers an ICCP license down request from one core, ensuring that the license grant is sent before the AGV (voltage/frequency down) transition. The test verifies that the correct work-point is applied atomically and that no unsafe or intermediate state is observed.",1.1.2.2
TC,ICCP License Down Transition with Safe Grant and AGV Order,description,Test Steps *,"1. Ensure both cores are active with valid work-points. 2. Confirm GV CTRL is not in GO Inc/Dec phase and Rcsm/Dispatcher is ready. 3. Randomly select a core and issue an ICCP license down request (C2PmICCPRequestMXnnnH.Valid=1, ICCP[3:0] decremented). 4. Simulate Acode WP calculation if needed. 5. Monitor timing of ICCPU2CGrantLicenseMnnnH grant and AGV command issuance. 6. Log the sequence and check for atomic application.",1.1.2.2
TC,ICCP License Down Transition with Safe Grant and AGV Order,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if the grant is sent before AGV, the correct work-point is applied atomically, and no unsafe/intermediate state is observed. Fail if AGV occurs before grant or if an unsafe state occurs. HW errors include incorrect sequencing or partial WP application.",1.1.2.2
TC,ICCP License Down Transition with Safe Grant and AGV Order,description,Intent Verify *,"Use PMON and Visa to monitor grant and AGV signals, and WP registers. Analyze logs for correct sequencing.",1.1.2.2
TC,ICCP License Down Transition with Safe Grant and AGV Order,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for grant and AGV order.",1.1.2.2
TC,ICCP License Down Transition with Safe Grant and AGV Order,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec, PythonSV, Supercollider. Use scenario generation and register monitoring tools.",1.1.2.2
TC,ICCP License Down Transition with Safe Grant and AGV Order,description,Ecosystem SW *,"Test Requirements: BIOS with grant and AGV sequencing support, OS kernel and scheduler settings, validated drivers, registry keys for WP and AGV observability.",1.1.2.2
TC,ICCP License Down Transition with Safe Grant and AGV Order,description,Test HW Requirements and HW Configuration *,"Platform with two active cores, correct SoC stepping, full DIMM/PCIe, thermal solution, debug instrumentation, and power measurement setup.",1.1.2.2
TC,Concurrent ICCP License Changes from Both Cores,description,TC Description *,"This test triggers ICCP license changes (up and down) from both cores in close succession, ensuring that the system correctly sequences AGV and grant signals for each transition and applies the correct work-points atomically without unsafe states.",1.1.2.3
TC,Concurrent ICCP License Changes from Both Cores,description,Test Steps *,"1. Ensure both cores are active with valid work-points. 2. Confirm GV CTRL is not in GO Inc/Dec phase and Rcsm/Dispatcher is ready. 3. Randomly trigger ICCP license changes (up and down) from both cores using C2PmICCPRequestMXnnnH.Valid=1 and ICCP[3:0]. 4. Simulate Acode WP calculation as needed. 5. Monitor AGV, grant, and WP application for each core. 6. Log all transitions and check for atomicity and safety.",1.1.2.3
TC,Concurrent ICCP License Changes from Both Cores,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if all transitions are sequenced correctly (AGV before grant for up, grant before AGV for down), correct work-points are applied atomically, and no unsafe/intermediate state is observed. Fail if sequencing is incorrect or unsafe states occur. HW errors include missed transitions or partial WP application.",1.1.2.3
TC,Concurrent ICCP License Changes from Both Cores,description,Intent Verify *,"Use Visa, PMON, and logs to monitor all transitions, AGV, grant, and WP registers.",1.1.2.3
TC,Concurrent ICCP License Changes from Both Cores,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for concurrent transitions.",1.1.2.3
TC,Concurrent ICCP License Changes from Both Cores,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec, PythonSV, Supercollider. Use concurrency and scenario generation tools.",1.1.2.3
TC,Concurrent ICCP License Changes from Both Cores,description,Ecosystem SW *,"Test Requirements: BIOS with concurrent transition support, OS kernel and scheduler settings, validated drivers, registry keys for WP and AGV observability.",1.1.2.3
TC,Concurrent ICCP License Changes from Both Cores,description,Test HW Requirements and HW Configuration *,"Platform with two active cores, correct SoC stepping, full DIMM/PCIe, thermal solution, debug instrumentation, and power measurement setup.",1.1.2.3
TCD,License Revocation and Transition Abort under Stress,description,Description *,"Validate that the system safely aborts ongoing ICCP transitions and retains the last valid work-point and license when break events occur under stress, and that only the latest license request is eventually granted.",1.1.3
TCD,License Revocation and Transition Abort under Stress,description,Algorithm of Testing *,Randomly trigger rapid ICCP license requests from both cores and inject break events during transitions to observe abort and recovery behavior.,1.1.3
TCD,License Revocation and Transition Abort under Stress,description,Randomization *,"Randomize ICCP license request values, timing, and break event injection (throttle hammer, CPD, thermal) during transitions.",1.1.3
TCD,License Revocation and Transition Abort under Stress,description,Required Configurations and Dependencies *,"Both cores active with valid work-points, break event injection capability, and observability of grant, AGV, and break reason/status registers.",1.1.3
TCD,License Revocation and Transition Abort under Stress,description,Cross-Feature Interaction *,"Involves cores, PMA, AGV, TADREG, break event logic, and work-point management.",1.1.3
TCD,License Revocation and Transition Abort under Stress,description,DFx Requirements *,"Ensure correct abort and recovery behavior, monitor for unsafe or partial work-point application, and validate break reason updates.",1.1.3
TC,Transition Abort on Break Event during ICCP License Change,description,TC Description *,"This test triggers an ICCP license transition and injects a break event (throttle hammer, CPD, or thermal) during the transition. It verifies that the system aborts the transition, retains the last valid work-point and license, and updates the break reason accordingly. No unsafe or partial work-point should be applied.",1.1.3.1
TC,Transition Abort on Break Event during ICCP License Change,description,Test Steps *,"1. Ensure both cores are active with valid work-points. 2. Trigger an ICCP license change (up or down) from one core. 3. During the transition, inject a break event (throttle hammer, CPD, or thermal). 4. Monitor ICCPU2CGrantLicenseMnnnH, AGV state, and break reason/status registers. 5. Log the abort behavior and check for retention of last valid work-point and license.",1.1.3.1
TC,Transition Abort on Break Event during ICCP License Change,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if the transition is aborted, the last valid work-point and license are retained, and the break reason is updated. Fail if an unsafe or partial work-point is applied or if the break reason is not updated. HW errors include incorrect abort handling or state retention.",1.1.3.1
TC,Transition Abort on Break Event during ICCP License Change,description,Intent Verify *,"Use Visa and PMON to monitor AGV, grant, and break reason/status registers. Analyze logs for abort and recovery behavior.",1.1.3.1
TC,Transition Abort on Break Event during ICCP License Change,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for abort and recovery flows.",1.1.3.1
TC,Transition Abort on Break Event during ICCP License Change,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec, PythonSV, Supercollider. Use scenario generation and break event injection tools.",1.1.3.1
TC,Transition Abort on Break Event during ICCP License Change,description,Ecosystem SW *,"Test Requirements: BIOS with break event handling support, OS kernel and scheduler settings, validated drivers, registry keys for break reason observability.",1.1.3.1
TC,Transition Abort on Break Event during ICCP License Change,description,Test HW Requirements and HW Configuration *,"Platform with two active cores, correct SoC stepping, full DIMM/PCIe, thermal solution, debug instrumentation, and power measurement setup.",1.1.3.1
TC,Rapid ICCP License Requests with Overlapping Transitions,description,TC Description *,"This test rapidly triggers ICCP license requests from both cores, including cases where a new request arrives before the previous transition completes. It verifies that only the latest request is eventually granted after safe completion or abort of the current transition, and that no unsafe or partial work-point is applied.",1.1.3.2
TC,Rapid ICCP License Requests with Overlapping Transitions,description,Test Steps *,"1. Ensure both cores are active with valid work-points. 2. Rapidly and repeatedly trigger ICCP license requests (up and down) from both cores with randomized timing. 3. Monitor ICCPU2CGrantLicenseMnnnH, AGV state, and work-point application. 4. Check that only the latest request is eventually granted after safe completion or abort of ongoing transitions. 5. Log all transitions and outcomes.",1.1.3.2
TC,Rapid ICCP License Requests with Overlapping Transitions,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if only the latest request is granted after safe completion or abort, and no unsafe/partial work-point is applied. Fail if earlier requests are granted out of order or unsafe states occur. HW errors include missed grants or incorrect state transitions.",1.1.3.2
TC,Rapid ICCP License Requests with Overlapping Transitions,description,Intent Verify *,"Use PMON and Visa to monitor grant, AGV, and work-point registers. Analyze logs for correct request handling.",1.1.3.2
TC,Rapid ICCP License Requests with Overlapping Transitions,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for rapid transition handling.",1.1.3.2
TC,Rapid ICCP License Requests with Overlapping Transitions,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec, PythonSV, Supercollider. Use stress and concurrency tools for rapid request generation.",1.1.3.2
TC,Rapid ICCP License Requests with Overlapping Transitions,description,Ecosystem SW *,"Test Requirements: BIOS with rapid transition support, OS kernel and scheduler settings, validated drivers, registry keys for transition observability.",1.1.3.2
TC,Rapid ICCP License Requests with Overlapping Transitions,description,Test HW Requirements and HW Configuration *,"Platform with two active cores, correct SoC stepping, full DIMM/PCIe, thermal solution, debug instrumentation, and power measurement setup.",1.1.3.2
TC,Break Reason Update and State Retention Verification,description,TC Description *,This test injects break events during ICCP transitions and verifies that the break reason/status registers are updated correctly and that the last valid work-point and license are retained. It ensures that no unsafe or partial work-point is applied.,1.1.3.3
TC,Break Reason Update and State Retention Verification,description,Test Steps *,"1. Ensure both cores are active with valid work-points. 2. Trigger an ICCP license transition from one core. 3. Inject a break event (throttle hammer, CPD, or thermal) during the transition. 4. Monitor break reason/status registers and work-point/license state. 5. Log updates and check for correct state retention.",1.1.3.3
TC,Break Reason Update and State Retention Verification,description,Pass/Fail Criteria &amp; HW Errors *,Pass if break reason/status registers are updated and last valid work-point/license are retained. Fail if registers are not updated or state is lost. HW errors include incorrect break reason or state retention.,1.1.3.3
TC,Break Reason Update and State Retention Verification,description,Intent Verify *,Use Visa and PMON to monitor break reason/status and work-point/license registers. Analyze logs for correct updates.,1.1.3.3
TC,Break Reason Update and State Retention Verification,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for break reason and state retention.",1.1.3.3
TC,Break Reason Update and State Retention Verification,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec, PythonSV, Supercollider. Use break event injection and register monitoring tools.",1.1.3.3
TC,Break Reason Update and State Retention Verification,description,Ecosystem SW *,"Test Requirements: BIOS with break reason/status support, OS kernel and scheduler settings, validated drivers, registry keys for break reason observability.",1.1.3.3
TC,Break Reason Update and State Retention Verification,description,Test HW Requirements and HW Configuration *,"Platform with two active cores, correct SoC stepping, full DIMM/PCIe, thermal solution, debug instrumentation, and power measurement setup.",1.1.3.3
TCD,Safe Work-Point Application and Synchronization with GO Command,description,Description *,"Validate that the core/IP applies new WP4 work-points only after receiving the corresponding GO_INC or GO_DEC command, ensuring atomic and synchronized transitions with correct frequency limits per license level.",1.1.4
TCD,Safe Work-Point Application and Synchronization with GO Command,description,Algorithm of Testing *,"Randomly trigger WP4 writes (WP4_LOW, WP4_MEDIUM, WP4_HIGH) with GO_INC or GO_DEC commands and monitor work-point application and synchronization.",1.1.4
TCD,Safe Work-Point Application and Synchronization with GO Command,description,Randomization *,Randomize WP4 write values and the timing/order of GO_INC/GO_DEC commands to test synchronization and atomicity.,1.1.4
TCD,Safe Work-Point Application and Synchronization with GO Command,description,Required Configurations and Dependencies *,"ACP mode enabled, Pcode sends resolved TRL rows as WP4 writes, and GO_INC/GO_DEC command capability.",1.1.4
TCD,Safe Work-Point Application and Synchronization with GO Command,description,Cross-Feature Interaction *,"Involves core/IP, Pcode, WP4 registers, GO command logic, and frequency limit management.",1.1.4
TCD,Safe Work-Point Application and Synchronization with GO Command,description,DFx Requirements *,"Ensure atomic and synchronized application of work-points, monitor for correct frequency limits and absence of intermediate states.",1.1.4
TC,WP4 Write and GO_INC Command Synchronization,description,TC Description *,"This test writes new WP4 values (WP4_LOW, WP4_MEDIUM, WP4_HIGH) to the core/IP and issues a GO_INC command. It verifies that the core/IP does not apply the new work-point until the GO_INC command is received and that the transition is atomic and synchronized.",1.1.4.1
TC,WP4 Write and GO_INC Command Synchronization,description,Test Steps *,"1. Enable ACP mode and ensure Pcode has sent resolved TRL rows as WP4 writes. 2. Write new values to WP4_LOW, WP4_MEDIUM, and WP4_HIGH registers. 3. Issue a GO_INC command to the core. 4. Monitor work-point application and frequency limits. 5. Log the timing and synchronization of the transition.",1.1.4.1
TC,WP4 Write and GO_INC Command Synchronization,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if the new work-point is applied only after GO_INC is received, the transition is atomic, and the correct frequency limit is applied. Fail if the work-point is applied before GO_INC or if an intermediate state is observed. HW errors include incorrect synchronization or frequency limit application.",1.1.4.1
TC,WP4 Write and GO_INC Command Synchronization,description,Intent Verify *,"Use Visa and PMON to monitor WP4 registers, GO_INC command, and frequency limits. Analyze logs for synchronization and atomicity.",1.1.4.1
TC,WP4 Write and GO_INC Command Synchronization,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for WP4 and GO command synchronization.",1.1.4.1
TC,WP4 Write and GO_INC Command Synchronization,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec, PythonSV, Supercollider. Use register monitoring and scenario generation tools.",1.1.4.1
TC,WP4 Write and GO_INC Command Synchronization,description,Ecosystem SW *,"Test Requirements: BIOS with WP4 and GO command support, OS kernel and scheduler settings, validated drivers, registry keys for WP4 observability.",1.1.4.1
TC,WP4 Write and GO_INC Command Synchronization,description,Test HW Requirements and HW Configuration *,"Platform with ACP mode enabled, correct SoC stepping, full DIMM/PCIe, thermal solution, debug instrumentation, and power measurement setup.",1.1.4.1
TC,WP4 Write and GO_DEC Command Synchronization,description,TC Description *,This test writes new WP4 values to the core/IP and issues a GO_DEC command. It verifies that the core/IP does not apply the new work-point until the GO_DEC command is received and that the transition is atomic and synchronized.,1.1.4.2
TC,WP4 Write and GO_DEC Command Synchronization,description,Test Steps *,"1. Enable ACP mode and ensure Pcode has sent resolved TRL rows as WP4 writes. 2. Write new values to WP4_LOW, WP4_MEDIUM, and WP4_HIGH registers. 3. Issue a GO_DEC command to the core. 4. Monitor work-point application and frequency limits. 5. Log the timing and synchronization of the transition.",1.1.4.2
TC,WP4 Write and GO_DEC Command Synchronization,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if the new work-point is applied only after GO_DEC is received, the transition is atomic, and the correct frequency limit is applied. Fail if the work-point is applied before GO_DEC or if an intermediate state is observed. HW errors include incorrect synchronization or frequency limit application.",1.1.4.2
TC,WP4 Write and GO_DEC Command Synchronization,description,Intent Verify *,"Use PMON and Visa to monitor WP4 registers, GO_DEC command, and frequency limits. Analyze logs for synchronization and atomicity.",1.1.4.2
