hierarchy,title,field,subsection title,subsection content,record_id
TC,Simulated Thermal Event Trigger and LOG Bit Validation,description,Test Steps *,1. Enable PMA telemetry and ensure all cores are active. 2. Write to THERM_STATUS_UPDATE register to assert each thermal event bit individually and in combinations. 3. Sample per-core THERM_STATUS registers after each event assertion. 4. Clear events by writing '0' to the corresponding bits and observe LOG bit clearing via Ucode. 5. Repeat for all event bits and combinations.,1.1.1.1
TC,Simulated Thermal Event Trigger and LOG Bit Validation,description,Pass/Fail Criteria &amp; HW Errors *,Pass if LOG bits are set on event transitions and cleared only by Ucode writes. Fail if LOG bits do not behave as specified or if events are not properly reflected in THERM_STATUS registers. HW errors include incorrect LOG bit behavior or register update failures.,1.1.1.1
TC,Simulated Thermal Event Trigger and LOG Bit Validation,description,Intent Verify *,"Use PMA telemetry logs, per-core THERM_STATUS register dumps, and Visa/PMON to confirm correct LOG bit behavior.",1.1.1.1
TC,Simulated Thermal Event Trigger and LOG Bit Validation,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for thermal event handling and LOG bit stickiness.",1.1.1.1
TC,Simulated Thermal Event Trigger and LOG Bit Validation,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS latest version, PMON for register monitoring, PythonSV for scripting register writes and reads, Supercollider for stress patterns.",1.1.1.1
TC,Simulated Thermal Event Trigger and LOG Bit Validation,description,Ecosystem SW *,"Test Requirements: BIOS with PMA telemetry enabled, OS kernel with register access utilities, drivers for PMA and thermal monitoring.",1.1.1.1
TC,Simulated Thermal Event Trigger and LOG Bit Validation,description,Test HW Requirements and HW Configuration *,"SoC with PMA enabled, all cores active, platform with DIMMs and PCIe devices, thermal solution capable of handling simulated events, debug instrumentation for register access.",1.1.1.1
TC,Simulated Thermal Event Trigger and LOG Bit Validation,description,PVT *,Monitor voltage rails and thermal sensors during event simulation. Compare to design guardbands and check IP functionality under Vmin/max and temperature corners.,1.1.1.1
TC,Simulated Thermal Event Trigger and LOG Bit Validation,description,Performance/Bandwidth Testing *,Measure system response time to thermal events and throttling engagement.,1.1.1.1
TC,Simulated Thermal Event Trigger and LOG Bit Validation,description,ISOC Validation *,Validate data coherency during thermal event handling and device interactions.,1.1.1.1
TC,Throttling Response to Complex Thermal Excursions,description,TC Description *,Simulate complex thermal stress events by simultaneously asserting multiple THERM_STATUS_UPDATE bits. Monitor PMA triggers for throttling actions such as clock modulation and frequency reduction via CLPMA_CR_THROTTLE_CONFIG and PMA_CR_FORCE_THROTTLE_CONTROL. Verify system recovery when events are cleared.,1.1.1.2
TC,Throttling Response to Complex Thermal Excursions,description,Test Steps *,1. Enable PMA telemetry and configure all cores. 2. Simultaneously assert multiple thermal event bits in THERM_STATUS_UPDATE register. 3. Observe PMA triggers for throttling actions. 4. Monitor system performance and recovery after clearing events. 5. Repeat with different combinations of event bits.,1.1.1.2
TC,Throttling Response to Complex Thermal Excursions,description,Pass/Fail Criteria &amp; HW Errors *,Pass if throttling is engaged for each asserted event and system recovers when events are cleared. Fail if throttling does not occur or system fails to recover. HW errors include missed throttling triggers or recovery failures.,1.1.1.2
TC,Throttling Response to Complex Thermal Excursions,description,Intent Verify *,"Use PMA logs, CLPMA_CR_THROTTLE_CONFIG and PMA_CR_FORCE_THROTTLE_CONTROL register states, and PMON to verify throttling actions.",1.1.1.2
TC,Throttling Response to Complex Thermal Excursions,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for throttling response.",1.1.1.2
TC,Throttling Response to Complex Thermal Excursions,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path for concurrency, PythonSV for scripting, Supercollider for stress.",1.1.1.2
TC,Throttling Response to Complex Thermal Excursions,description,Ecosystem SW *,"Test Requirements: BIOS with PMA and throttling features enabled, OS kernel with scheduler settings for stress, drivers for thermal and power management.",1.1.1.2
TC,Throttling Response to Complex Thermal Excursions,description,Test HW Requirements and HW Configuration *,"SoC with PMA, platform with multiple cores, DIMMs, PCIe devices, robust thermal solution, debug instrumentation for monitoring throttling.",1.1.1.2
TC,Throttling Response to Complex Thermal Excursions,description,PVT *,Stress IP under temperature corners and monitor survivability during throttling.,1.1.1.2
TC,Throttling Response to Complex Thermal Excursions,description,Performance/Bandwidth Testing *,Measure frequency reduction and clock modulation during throttling.,1.1.1.2
TC,Throttling Response to Complex Thermal Excursions,description,ISOC Validation *,Check device interactions and data coherency during throttling events.,1.1.1.2
TC,False Positive Event Handling and AI Model Update,description,TC Description *,Simulate thermal events that are later determined to be false positives by toggling THERM_STATUS_UPDATE bits. Observe AI system updating its model to reduce future false triggers. Verify that LOG bits and throttling actions are correctly managed for false events.,1.1.1.3
TC,False Positive Event Handling and AI Model Update,description,Test Steps *,1. Enable PMA telemetry and AI system. 2. Assert thermal event bits in THERM_STATUS_UPDATE register to simulate false positives. 3. Monitor LOG bits and throttling actions. 4. Observe AI system logs and model updates. 5. Repeat with different false positive scenarios.,1.1.1.3
TC,False Positive Event Handling and AI Model Update,description,Pass/Fail Criteria &amp; HW Errors *,Pass if AI system logs false positives and updates model to reduce future false triggers. Fail if AI does not update or if LOG bits/throttling actions are incorrect. HW errors include AI model update failures or incorrect event handling.,1.1.1.3
TC,False Positive Event Handling and AI Model Update,description,Intent Verify *,"Use AI system logs, PMA telemetry, and register dumps to confirm model updates and correct event handling.",1.1.1.3
TC,False Positive Event Handling and AI Model Update,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for AI model update and false positive handling.",1.1.1.3
TC,False Positive Event Handling and AI Model Update,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, AI system interface, PythonSV, Supercollider.",1.1.1.3
TC,False Positive Event Handling and AI Model Update,description,Ecosystem SW *,"Test Requirements: BIOS with AI system enabled, OS kernel with AI logging utilities, drivers for PMA and AI integration.",1.1.1.3
TC,False Positive Event Handling and AI Model Update,description,Test HW Requirements and HW Configuration *,"SoC with PMA and AI system, platform with multiple cores, DIMMs, PCIe devices, thermal solution, debug instrumentation for AI monitoring.",1.1.1.3
TC,False Positive Event Handling and AI Model Update,description,PVT *,Monitor voltage and thermal sensors during false positive simulation.,1.1.1.3
TC,False Positive Event Handling and AI Model Update,description,Performance/Bandwidth Testing *,Measure system response to false positives.,1.1.1.3
TC,False Positive Event Handling and AI Model Update,description,ISOC Validation *,Validate device interactions during false positive event handling.,1.1.1.3
TCD,Latchup Electrical Stress Detection and Recovery with AI Learning,description,Description *,"Validate AI-based latchup detection, prevention actions, recovery, and model update for false positives using sensor manipulation.",1.1.2
TCD,Latchup Electrical Stress Detection and Recovery with AI Learning,description,Algorithm of Testing *,"Inject abnormal sensor readings, randomize operational modes and sensor values, monitor latchup controller detection, prevention, and recovery, and observe AI learning.",1.1.2
TCD,Latchup Electrical Stress Detection and Recovery with AI Learning,description,Randomization *,"Randomize operational mode (workload, power state) and sensor values (current, temperature) to cover diverse scenarios, including simultaneous abnormal readings.",1.1.2
TCD,Latchup Electrical Stress Detection and Recovery with AI Learning,description,Required Configurations and Dependencies *,"Detection sensors (current, temperature, telemetry), AI-based latchup controller, power management system, and logging infrastructure.",1.1.2
TCD,Latchup Electrical Stress Detection and Recovery with AI Learning,description,Coverage *,"Cover all operational modes, sensor types, and prevention actions. Verify recovery and AI model updates for false positives.",1.1.2
TCD,Latchup Electrical Stress Detection and Recovery with AI Learning,description,Cross-Feature Interaction *,"Detection sensors, latchup controller, AI learning system, power management, and operational status interact for event detection and response.",1.1.2
TCD,Latchup Electrical Stress Detection and Recovery with AI Learning,description,DFx Requirements *,"Observability of sensor readings, latchup controller actions, AI logs, and ability to manipulate sensors for testing.",1.1.2
TC,Abnormal Sensor Reading Injection and Latchup Detection,description,TC Description *,Configure system with all detection sensors and AI-based latchup controller active. Inject abnormal sensor readings by manipulating current consumption meters and local temperature sensors to create a 'current picture' that deviates from expected profiles. Randomize operational mode and sensor values to cover a wide range of scenarios. Monitor latchup controller detection and prevention actions.,1.1.2.1
TC,Abnormal Sensor Reading Injection and Latchup Detection,description,Test Steps *,"1. Enable detection sensors and AI latchup controller. 2. Manipulate current and temperature sensors to inject abnormal readings. 3. Randomize operational mode and sensor values. 4. Observe latchup controller detection and prevention actions (frequency reduction, sleep, restart). 5. Repeat for different sensor types and operational modes.",1.1.2.1
TC,Abnormal Sensor Reading Injection and Latchup Detection,description,Pass/Fail Criteria &amp; HW Errors *,Pass if latchup controller detects abnormal events and triggers prevention actions. Fail if detection or prevention actions are missed. HW errors include sensor manipulation failures or latchup controller malfunction.,1.1.2.1
TC,Abnormal Sensor Reading Injection and Latchup Detection,description,Intent Verify *,"Use AI system logs, latchup controller event logs, and PMON to confirm detection and prevention actions.",1.1.2.1
TC,Abnormal Sensor Reading Injection and Latchup Detection,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for sensor manipulation and latchup detection.",1.1.2.1
TC,Abnormal Sensor Reading Injection and Latchup Detection,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV for sensor manipulation, Supercollider for stress patterns.",1.1.2.1
TC,Abnormal Sensor Reading Injection and Latchup Detection,description,Ecosystem SW *,"Test Requirements: BIOS with detection sensors enabled, OS kernel with sensor access utilities, drivers for latchup controller and AI system.",1.1.2.1
TC,Abnormal Sensor Reading Injection and Latchup Detection,description,Test HW Requirements and HW Configuration *,"SoC with detection sensors and AI latchup controller, platform with DIMMs, PCIe devices, thermal solution, debug instrumentation for sensor access.",1.1.2.1
TC,Abnormal Sensor Reading Injection and Latchup Detection,description,PVT *,Monitor voltage rails and thermal sensors during abnormal reading injection.,1.1.2.1
TC,Abnormal Sensor Reading Injection and Latchup Detection,description,Performance/Bandwidth Testing *,Measure system response time to latchup detection and prevention actions.,1.1.2.1
TC,Abnormal Sensor Reading Injection and Latchup Detection,description,ISOC Validation *,Validate device interactions during latchup event handling.,1.1.2.1
TC,Prevention Action and Recovery Flow Validation,description,TC Description *,"After latchup controller detects abnormal sensor readings, monitor prevention actions such as frequency reduction, sleep entry, or system restart. Verify restoration of normal operation after prevention action and observe AI system logging and model update for false positives.",1.1.2.2
TC,Prevention Action and Recovery Flow Validation,description,Test Steps *,"1. Enable detection sensors and AI latchup controller. 2. Inject abnormal sensor readings to trigger latchup detection. 3. Observe prevention actions (frequency reduction, sleep, restart). 4. Restore normal operation and monitor AI system logs. 5. Repeat for different prevention actions and recovery scenarios.",1.1.2.2
TC,Prevention Action and Recovery Flow Validation,description,Pass/Fail Criteria &amp; HW Errors *,Pass if prevention actions are taken and system recovers to normal operation. Fail if recovery fails or prevention actions are not triggered. HW errors include recovery failures or prevention action malfunction.,1.1.2.2
TC,Prevention Action and Recovery Flow Validation,description,Intent Verify *,"Use AI system logs, latchup controller event logs, and PMON to confirm prevention actions and recovery.",1.1.2.2
TC,Prevention Action and Recovery Flow Validation,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for prevention action and recovery.",1.1.2.2
TC,Prevention Action and Recovery Flow Validation,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, Supercollider.",1.1.2.2
TC,Prevention Action and Recovery Flow Validation,description,Ecosystem SW *,"Test Requirements: BIOS with prevention actions enabled, OS kernel with recovery utilities, drivers for latchup controller and AI system.",1.1.2.2
TC,Prevention Action and Recovery Flow Validation,description,Test HW Requirements and HW Configuration *,"SoC with detection sensors and AI latchup controller, platform with DIMMs, PCIe devices, thermal solution, debug instrumentation for recovery monitoring.",1.1.2.2
TC,Prevention Action and Recovery Flow Validation,description,PVT *,Monitor voltage and thermal sensors during prevention and recovery.,1.1.2.2
TC,Prevention Action and Recovery Flow Validation,description,Performance/Bandwidth Testing *,Measure system recovery time and prevention action effectiveness.,1.1.2.2
TC,Prevention Action and Recovery Flow Validation,description,ISOC Validation *,Validate device interactions during prevention and recovery.,1.1.2.2
TC,False Positive Event Logging and AI Model Update,description,TC Description *,Inject sensor readings that are within normal operational parameters but trigger latchup detection as false positives. Monitor AI system logging of the event and model update to reduce future false triggers. Verify that system resumes normal operation and AI learning is effective.,1.1.2.3
TC,False Positive Event Logging and AI Model Update,description,Test Steps *,1. Enable detection sensors and AI latchup controller. 2. Inject sensor readings that mimic false positives. 3. Observe latchup controller detection and prevention actions. 4. Monitor AI system logs and model update. 5. Verify reduction in future false triggers. 6. Repeat for different false positive scenarios.,1.1.2.3
TC,False Positive Event Logging and AI Model Update,description,Pass/Fail Criteria &amp; HW Errors *,Pass if AI system logs false positives and updates model to reduce future false triggers. Fail if AI does not update or if false positives persist. HW errors include AI model update failures or incorrect event handling.,1.1.2.3
TC,False Positive Event Logging and AI Model Update,description,Intent Verify *,"Use AI system logs, latchup controller event logs, and PMON to confirm model updates and reduction in false triggers.",1.1.2.3
TC,False Positive Event Logging and AI Model Update,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for AI model update and false positive handling.",1.1.2.3
TC,False Positive Event Logging and AI Model Update,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, AI system interface, PythonSV, Supercollider.",1.1.2.3
TC,False Positive Event Logging and AI Model Update,description,Ecosystem SW *,"Test Requirements: BIOS with AI system enabled, OS kernel with AI logging utilities, drivers for latchup controller and AI integration.",1.1.2.3
TC,False Positive Event Logging and AI Model Update,description,Test HW Requirements and HW Configuration *,"SoC with detection sensors and AI system, platform with DIMMs, PCIe devices, thermal solution, debug instrumentation for AI monitoring.",1.1.2.3
TC,False Positive Event Logging and AI Model Update,description,PVT *,Monitor voltage and thermal sensors during false positive simulation.,1.1.2.3
TC,False Positive Event Logging and AI Model Update,description,Performance/Bandwidth Testing *,Measure system response to false positives and AI learning effectiveness.,1.1.2.3
TC,False Positive Event Logging and AI Model Update,description,ISOC Validation *,Validate device interactions during false positive event handling.,1.1.2.3
TCD,Power Virus Stress and PVP Throttling Mechanism Validation,description,Description *,"Validate PVP mechanism by generating high core current patterns, monitoring energy cost predictor, and verifying throttling and recovery.",1.1.3
TCD,Power Virus Stress and PVP Throttling Mechanism Validation,description,Algorithm of Testing *,"Randomly generate high current consumption patterns, vary stress duration and magnitude, monitor energy cost predictor, and observe architectural throttling and recovery.",1.1.3
TCD,Power Virus Stress and PVP Throttling Mechanism Validation,description,Randomization *,"Randomize core current consumption patterns, stress duration, and magnitude to cover borderline and extreme cases.",1.1.3
TCD,Power Virus Stress and PVP Throttling Mechanism Validation,description,Required Configurations and Dependencies *,"PVP enabled, core energy cost predictor, architectural throttling controls, and logging infrastructure.",1.1.3
TCD,Power Virus Stress and PVP Throttling Mechanism Validation,description,Coverage *,"Cover both client (64 cycles) and server (1024 cycles) PVP targets, verify throttling engagement and recovery.",1.1.3
TCD,Power Virus Stress and PVP Throttling Mechanism Validation,description,Cross-Feature Interaction *,"Core, FIVR, DLVR, energy cost predictor, and architectural throttling interact for PVP protection.",1.1.3
TCD,Power Virus Stress and PVP Throttling Mechanism Validation,description,DFx Requirements *,"Observability of energy cost predictor, EXE port dispatch halt, and current consumption monitoring.",1.1.3
TC,High Core Current Pattern Generation and PVP Trigger Validation,description,TC Description *,"Configure system with PVP enabled. Randomly generate high core current consumption patterns that approach or exceed the PVP threshold for the predefined cycle window (64 cycles for client/FIVR, 1024 cycles for server). Monitor core energy cost predictor and verify that architectural throttling is engaged when average energy cost exceeds the threshold.",1.1.3.1
TC,High Core Current Pattern Generation and PVP Trigger Validation,description,Test Steps *,1. Enable PVP and configure core energy cost predictor. 2. Generate high current consumption patterns for 64 cycles (client) or 1024 cycles (server). 3. Monitor energy cost predictor and EXE port dispatches. 4. Observe throttling engagement. 5. Repeat for different stress patterns and cycle windows.,1.1.3.1
TC,High Core Current Pattern Generation and PVP Trigger Validation,description,Pass/Fail Criteria &amp; HW Errors *,Pass if throttling is engaged when energy cost exceeds threshold and EXE port dispatches are halted. Fail if throttling does not occur or EXE port dispatches continue. HW errors include predictor malfunction or throttling failures.,1.1.3.1
TC,High Core Current Pattern Generation and PVP Trigger Validation,description,Intent Verify *,"Use PMON, energy cost predictor logs, and EXE port dispatch monitoring to confirm throttling engagement.",1.1.3.1
TC,High Core Current Pattern Generation and PVP Trigger Validation,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for high current pattern and throttling.",1.1.3.1
TC,High Core Current Pattern Generation and PVP Trigger Validation,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV for pattern generation, Supercollider for stress.",1.1.3.1
TC,High Core Current Pattern Generation and PVP Trigger Validation,description,Ecosystem SW *,"Test Requirements: BIOS with PVP enabled, OS kernel with scheduler settings for stress, drivers for energy cost predictor.",1.1.3.1
TC,High Core Current Pattern Generation and PVP Trigger Validation,description,Test HW Requirements and HW Configuration *,"SoC with PVP, platform with DIMMs, PCIe devices, robust power solution, debug instrumentation for current monitoring.",1.1.3.1
TC,High Core Current Pattern Generation and PVP Trigger Validation,description,PVT *,Monitor voltage rails during high current pattern generation and throttling.,1.1.3.1
TC,High Core Current Pattern Generation and PVP Trigger Validation,description,Performance/Bandwidth Testing *,Measure core current consumption and throttling response time.,1.1.3.1
TC,High Core Current Pattern Generation and PVP Trigger Validation,description,ISOC Validation *,Validate device interactions during PVP engagement.,1.1.3.1
TC,Borderline and Extreme Stress Duration Coverage,description,TC Description *,Vary the duration and magnitude of high current stress to cover both borderline (just below threshold) and extreme (well above threshold) cases. Monitor energy cost predictor and verify correct throttling and recovery behavior.,1.1.3.2
TC,Borderline and Extreme Stress Duration Coverage,description,Test Steps *,1. Enable PVP and configure core energy cost predictor. 2. Generate stress patterns with varying duration and magnitude. 3. Monitor energy cost predictor and EXE port dispatches. 4. Observe throttling engagement and recovery. 5. Repeat for borderline and extreme cases.,1.1.3.2
TC,Borderline and Extreme Stress Duration Coverage,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if throttling is engaged for extreme cases and not for borderline cases, and system recovers after stress subsides. Fail if throttling is incorrectly triggered or recovery fails. HW errors include predictor malfunction or recovery failures.",1.1.3.2
TC,Borderline and Extreme Stress Duration Coverage,description,Intent Verify *,"Use PMON, energy cost predictor logs, and EXE port dispatch monitoring to confirm correct throttling and recovery.",1.1.3.2
TC,Borderline and Extreme Stress Duration Coverage,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for stress duration and recovery.",1.1.3.2
TC,Borderline and Extreme Stress Duration Coverage,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, Supercollider.",1.1.3.2
TC,Borderline and Extreme Stress Duration Coverage,description,Ecosystem SW *,"Test Requirements: BIOS with PVP enabled, OS kernel with scheduler settings, drivers for energy cost predictor.",1.1.3.2
TC,Borderline and Extreme Stress Duration Coverage,description,Test HW Requirements and HW Configuration *,"SoC with PVP, platform with DIMMs, PCIe devices, power solution, debug instrumentation for stress monitoring.",1.1.3.2
TC,Borderline and Extreme Stress Duration Coverage,description,PVT *,Monitor voltage rails during stress and recovery.,1.1.3.2
TC,Borderline and Extreme Stress Duration Coverage,description,Performance/Bandwidth Testing *,Measure system recovery time and throttling effectiveness.,1.1.3.2
TC,Borderline and Extreme Stress Duration Coverage,description,ISOC Validation *,Validate device interactions during stress and recovery.,1.1.3.2
TC,Architectural Throttling Engagement and System Recovery,description,TC Description *,"Monitor core energy cost predictor and verify that when average energy cost exceeds the threshold, architectural throttling is engaged (all EXE port dispatches are halted, core current consumption drops). Observe system recovery when average cost falls below the threshold.",1.1.3.3
TC,Architectural Throttling Engagement and System Recovery,description,Test Steps *,1. Enable PVP and configure core energy cost predictor. 2. Generate high current consumption patterns to exceed threshold. 3. Monitor EXE port dispatches and core current consumption. 4. Observe throttling engagement and system recovery. 5. Repeat for different stress patterns.,1.1.3.3
TC,Architectural Throttling Engagement and System Recovery,description,Pass/Fail Criteria &amp; HW Errors *,Pass if EXE port dispatches are halted during throttling and system recovers when energy cost falls below threshold. Fail if dispatches continue or recovery fails. HW errors include throttling engagement failures or recovery issues.,1.1.3.3
TC,Architectural Throttling Engagement and System Recovery,description,Intent Verify *,"Use PMON, energy cost predictor logs, and EXE port dispatch monitoring to confirm throttling and recovery.",1.1.3.3
TC,Architectural Throttling Engagement and System Recovery,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for throttling engagement and recovery.",1.1.3.3
TC,Architectural Throttling Engagement and System Recovery,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, Supercollider.",1.1.3.3
TC,Architectural Throttling Engagement and System Recovery,description,Ecosystem SW *,"Test Requirements: BIOS with PVP enabled, OS kernel with scheduler settings, drivers for energy cost predictor.",1.1.3.3
TC,Architectural Throttling Engagement and System Recovery,description,Test HW Requirements and HW Configuration *,"SoC with PVP, platform with DIMMs, PCIe devices, power solution, debug instrumentation for recovery monitoring.",1.1.3.3
TC,Architectural Throttling Engagement and System Recovery,description,PVT *,Monitor voltage rails during throttling and recovery.,1.1.3.3
TC,Architectural Throttling Engagement and System Recovery,description,Performance/Bandwidth Testing *,Measure core current drop and recovery time.,1.1.3.3
TC,Architectural Throttling Engagement and System Recovery,description,ISOC Validation *,Validate device interactions during throttling and recovery.,1.1.3.3
TCD,Simultaneous Stress Event and Staggered Prevention Flow Validation,description,Description *,Validate prevention of simultaneous high-stress transitions across modules by triggering stress events and verifying staggered transitions and system stability.,1.1.4
TCD,Simultaneous Stress Event and Staggered Prevention Flow Validation,description,Algorithm of Testing *,"Simultaneously trigger stress events on multiple cores/modules, randomize number and timing, monitor PMA FSM ordering and Punit/Pcode staggering, and verify prevention actions.",1.1.4
TCD,Simultaneous Stress Event and Staggered Prevention Flow Validation,description,Randomization *,Randomize number of participating cores and timing of transitions to cover diverse didt scenarios.,1.1.4
TCD,Simultaneous Stress Event and Staggered Prevention Flow Validation,description,Required Configurations and Dependencies *,"Multiple cores/modules, PMA and telemetry enabled, Punit/Pcode staggering support, and logging infrastructure.",1.1.4
TCD,Simultaneous Stress Event and Staggered Prevention Flow Validation,description,Coverage *,"Cover all stress event types (C6 entry/exit, AGV, FGV), verify staggered transitions and system stability.",1.1.4
TCD,Simultaneous Stress Event and Staggered Prevention Flow Validation,description,Cross-Feature Interaction *,"PMA FSMs, Punit/Pcode, modules, and telemetry interact for event ordering and prevention.",1.1.4
TCD,Simultaneous Stress Event and Staggered Prevention Flow Validation,description,DFx Requirements *,"Observability of stress events, transition ordering, and prevention actions.",1.1.4
TC,Simultaneous Stress Event Trigger and didt Risk Mitigation,description,TC Description *,"Configure system with multiple cores/modules, PMA and telemetry enabled. Simultaneously trigger stress events (C6 entry/exit, AGV, FGV) on multiple cores or modules to create a large didt event. Randomize number of participating cores and timing. Monitor PMA FSMs for ordering and Punit/Pcode for staggering of transitions.",1.1.4.1
